R,G,B,clust
18.62472859444639,21.958896780404157,24.805319826305173,4
20.156367869122576,22.640350408935884,25.343409899762783,4
20.482536533708902,24.08498511985201,27.38102709053027,1
23.738376027086773,26.11292900989996,27.85196166742011,2
23.245857489400557,24.30400665466274,25.46863429254773,2
19.6965666097442,22.4798274759415,25.29407566228136,4
18.165167253593594,22.159530907948,25.89231931640353,4
20.12559668765412,23.23934932048748,27.65332851469452,1
21.88375123154791,23.636805489054897,25.32252528498992,0
19.738918115017,22.36926363851319,25.17696418051952,4
21.00411905631685,22.18514156899595,26.746538696743944,0
22.598142732290857,23.964512278674253,25.66858125937271,0
22.25102907151945,24.24003603663092,25.501978547605937,0
18.511715996308887,22.965618782124075,26.14754127380592,1
18.861305701416736,21.398708192681493,24.632931076471426,4
23.92060695770413,24.90808497244866,25.941955462003023,2
20.84237775344633,23.285724496582155,25.535896813144877,0
22.639985208152677,25.29166703637816,27.42586539990157,2
22.25950557555144,23.52749749761837,24.947169772711813,0
19.10317567806371,21.564798721236112,26.94879669325236,1
17.156172338363824,20.779713340933764,24.21252012314468,3
18.27355403631457,22.695400359522782,25.756141950585494,4
21.991980611511675,24.0616149340142,24.93448637629174,0
22.48848858887232,24.10279569979302,24.975976368622,0
19.786811299241048,22.501938330932905,25.852382941470715,4
21.215699483873763,24.489134690055774,27.41067970085482,0
21.10491217526112,22.889305457349696,24.621142816403488,0
20.34745732965572,22.71914369746841,25.87571358339638,4
22.042464312531987,24.29214425324084,26.432606416065973,0
22.906682641033548,23.293732239392035,23.40421825887101,0
18.48380440340168,22.218398633046004,26.51029487210171,1
23.31435770363151,24.93239447981692,26.277948988352367,2
21.34857600816562,24.40125583386854,25.991794329592366,0
22.557702350561065,25.58496067318659,28.20016232708656,2
20.360774774543906,22.72651481455048,24.84362060660512,4
20.87532305150324,23.507426825008316,25.24557338040527,0
18.338552587756727,21.19130325616228,23.39327589804017,3
22.386301669226786,24.568794048022088,25.378626870108917,0
22.317465713835613,24.008964964195624,25.65537222596946,0
18.3250694013379,24.109737923423324,28.78358100834603,1
22.701540469035592,23.785756059026266,24.729565305198346,0
17.586966780257693,22.528865145906344,27.75735077717567,1
17.786151390825186,20.58091117778479,23.58198521141368,3
18.594912932422226,23.299571692217395,27.40837118205959,1
20.6876522342477,23.44909632083745,25.88834281669064,0
20.839346921412705,22.710064260258854,24.50653266378997,4
20.130389008962904,23.91215416559113,27.446154431638146,1
20.18653759214628,24.600294602073472,28.11398418265436,1
20.48756641802158,23.309153577416925,25.900624074018676,0
21.029488526151987,22.871900373210117,24.246826058020314,0
21.302853035254792,23.47458431781668,25.460167823865948,0
18.174729523775664,23.46077765668643,26.872164621806657,1
21.033679869870348,22.971864312068345,24.590343014021894,0
20.74730959398825,24.638251857373906,27.39848320020281,1
21.345013408755225,24.22439785167747,25.76195133826598,0
21.90666855879209,24.600023181114334,27.24067803708017,2
19.806650598033876,22.412419112017627,25.036281501770336,4
22.524082659244456,24.58443109425853,25.34752039023772,0
22.764151447677,25.274982483838397,27.4125102495214,2
21.64353173671415,23.672499672557343,24.8402228315016,0
21.542602393089613,24.13743487262485,26.280125246024475,0
23.57324021853208,24.908366653326866,25.513555468914102,2
20.041929706321323,22.273016643597423,25.00244787952061,4
20.502032217316,23.971401796538647,26.999774213320325,1
18.72820881237226,21.05150324660054,24.04977731428199,4
18.81221587700846,20.96722056582705,23.81726635781994,4
23.74043547727408,24.727075520809432,25.053911131968047,2
19.106582601350134,22.762854058276687,25.99126533884015,4
22.6041140826204,25.11344185422973,27.30175700276797,2
21.945654341997315,24.12017501177417,26.059953324473927,0
22.266015826773398,24.50271425208842,25.86335510532829,0
21.736494804201005,24.36581014371583,26.481904869843063,0
21.559356969214704,23.976780795936733,25.515077033823967,0
21.824932668229952,24.50190490122379,26.3555676462121,0
19.60713642056268,23.45639110512288,27.43638769126484,1
20.761735793820414,24.240506986673285,27.22298607259133,1
21.674326431780333,24.447212717171347,26.60557776502446,0
16.93270497620453,22.91981225151203,25.766974501035417,4
18.82972365408597,23.31171764515728,27.04370230010547,1
22.770051454911545,26.326580592825117,27.375170080182336,2
20.595554390800142,22.554589741431133,23.73368347115549,4
22.23503624693417,23.91314251226312,28.13838933559306,2
20.661073045921384,22.680913377570427,24.31360194148261,4
22.27897853641436,23.90226042434332,25.64202313580659,0
23.17095518411028,24.384885868777587,24.89933426909047,2
18.84401832724801,21.3772939535447,23.767112531188577,4
19.029411226396117,21.61050436577444,24.61485487615871,4
22.807483425044488,23.18593466729585,24.131310497949205,0
16.78696009318834,20.177998611392333,23.72745970502103,3
20.36776152496513,22.40579059085051,26.49205588069745,1
21.61697044613928,24.620298686511184,26.10208692494701,0
21.45843458085509,23.62850153840337,26.351974694280067,0
20.616062173135887,23.08463872293208,25.44285213891025,0
21.09585017014132,23.506216160285305,26.328392344155095,0
20.213476211792617,22.756800399514763,25.140478891237333,4
20.952148275852387,23.461101429567645,25.15007190695907,0
21.62732277442388,23.572360158734423,26.24874028466688,0
21.206068554564848,24.019042791592238,26.383957096712383,0
21.101188489600595,24.121052850145983,25.31163942891988,0
20.327592898906936,24.84569096417989,28.51405844780704,1
22.649618024385163,24.367495765462326,24.955505565872,0
19.653866486452497,23.16480285975828,26.45336471746436,1
16.876015402822535,21.78921423327791,27.0643940094132,1
18.726861216056097,21.69059628661736,24.57123578840019,4
18.292874438522272,21.655656339235847,25.13640847615765,4
17.90758140579231,21.531778109741765,24.824674592965103,4
17.63091969654455,22.05322837983873,25.15768588698857,4
22.323659522526608,24.540984962791917,25.50659818685084,0
22.181411242341014,23.812997514734725,24.7613342152566,0
21.198523830370693,24.201037253615496,26.92873045027644,0
18.19865694385976,21.86515885367299,25.18580286207488,4
21.258919858442745,23.17322751029304,24.769664035781197,0
21.10841062701349,23.685445057476898,26.06572391272248,0
19.771640010971048,21.953188088707524,24.15645188154793,4
19.119273393157,22.23262787467174,25.4085730194221,4
19.60214760762268,22.41167649986668,24.492671224590417,4
23.74350341472781,25.017810164939387,25.65148638953344,2
17.97428287913173,21.760077905650466,26.3194379050932,4
17.64178044122732,19.976371472016133,24.106259799685503,3
19.757307592571603,22.86441829900669,25.90243113877849,4
18.331973434374767,19.98276182957957,23.963804294146023,3
22.3353354184908,24.70578760324378,27.20333034005281,2
22.915019029850704,24.6912792709449,25.998220765347437,2
22.1375256903485,23.74129812904596,25.18837482764028,0
23.74180858991508,26.29270871021625,27.298852108750296,2
20.380761320870764,23.07504458995609,27.13433394183299,1
22.70751307564753,25.34781186121825,27.721035712512865,2
23.28005967747634,25.16456500624026,26.465130229875445,2
18.156905932877105,22.4590158775797,25.50603272474744,4
21.85251408881828,23.98537091080236,26.07947111066744,0
20.36536398806333,22.194149337690845,24.577153599251385,4
20.446947174888862,24.286216493010013,27.34665686841426,1
22.86024162281232,24.34874193277057,25.54602753856259,2
23.819158231923485,24.65700205303689,25.71876765368503,2
20.133939921470564,22.46612963701736,25.16007503894006,4
19.81136636907572,22.659255997298374,25.10412685463649,4
22.122530951313884,24.54635213597624,26.865126795132397,2
20.986623335167724,23.543477388672432,25.910507938409896,0
23.0675085438806,23.96056233911957,25.412643943237025,0
20.73832885599429,23.617513869846544,25.92311080120736,0
22.816218789632373,25.43119722854013,27.556049785780903,2
21.864213539861872,24.061415511173013,25.689641208192917,0
20.218180567641205,23.126255820817956,24.41228261352857,4
22.810573599932564,25.50037913331966,27.970583474336323,2
23.74093585498116,25.484535351056422,25.905858634127352,2
22.160450539998973,23.599689382306856,25.5981878204915,0
22.15627102942864,24.15180248325853,25.41153422704719,0
18.955814497051797,23.02015996657065,26.071959204359683,1
22.14965343963677,24.2685210612453,27.34445967512943,2
21.21597520794727,24.041992568940778,26.18893330747448,0
17.861608934026965,22.143443325958632,26.22407053845249,4
22.325268673749168,25.30584061561312,27.529477161907103,2
16.671360722527886,20.287688763319032,22.93253253521952,3
21.45899045724768,23.523206586308905,25.612628875333208,0
19.98943445060147,23.317146223846077,26.09975222225515,1
22.71023149221494,25.02072194500532,26.742695223014547,2
22.258734378166466,23.560064267311503,24.24035652374532,0
18.97004808521205,21.150093129932305,22.952863287877577,4
21.87741635825687,24.013398266632223,25.753510741843407,0
19.408911358974635,21.25030439560171,23.36373195884994,4
19.251753085330694,22.627120955700388,25.479760133247456,4
19.037388487228267,22.815308500308166,25.900182185479466,4
21.16000408876465,23.65446198328402,25.58267907610995,0
21.171884796675595,23.14737892163287,25.38978425419021,0
15.717328983668745,18.4085713162556,22.221276355981654,3
20.839292994603174,23.208187084847207,25.39427330018627,0
18.47591665880882,21.208602319429723,25.053540237445795,4
19.07199297551199,21.100667377087124,24.72386676872052,4
20.151638562620988,23.211100163709187,26.742330222466112,1
19.436789446654902,22.986731149936546,26.68733600054791,1
20.932203067765517,24.17076248759316,28.020009269987685,1
17.919593432947675,20.552881730355114,22.968009351678912,3
25.061383756031727,25.4232071731387,24.708585118134916,2
18.44813435204488,21.14790483167833,23.583538026215116,3
16.834238952354738,21.72084148940712,27.140542134444864,1
19.657452683688504,22.59521277165838,25.42449040981186,4
22.751175576427958,24.883411527728764,26.91834541406285,2
21.450502400103304,24.189844903844914,25.83768392528007,0
18.28189118443548,22.40257357335492,24.808040409530825,4
19.57558356411498,25.17504922512136,29.31548400707324,1
21.77186107886065,23.992258972752133,26.618805131836684,0
20.935090431182235,22.29889445862415,27.138672582202744,1
19.47497618636749,22.453048803419723,25.17491091312124,4
20.8917941392745,22.446015492595254,25.797977488840235,0
20.80342385823732,22.82651243404784,24.831818285759496,0
20.717511320703093,23.581847550661276,25.63954491537248,0
20.093320493514717,22.64110560837451,26.291677796213342,1
20.58456854961867,23.190535333257387,25.36594793922205,0
22.405349329596312,24.56310242361142,26.518450555126268,2
21.49218993673991,23.758309661743404,25.10531376864672,0
21.54815971295345,24.43393306541016,26.778420915754065,0
22.434845609637257,25.13571561937736,27.4190287262001,2
20.11230752978702,22.36074161726605,24.105714252770053,4
20.12133090625912,23.197798290721224,25.73229267328641,0
14.5124581697236,17.633736216846426,21.604246903293163,3
20.221229240199207,23.43420246685407,26.997338730142022,1
24.54815805710991,26.680522048565653,29.07774119413488,2
18.492392542093175,22.16962222454429,26.155580417089972,4
22.57645928742283,24.68572491052373,26.29430148991952,2
21.78918431866769,23.626832618415367,26.27549345882629,0
22.66782232207961,24.270473572314184,25.57762964389208,0
22.87043594045692,24.56340014735805,26.129642739422305,2
20.825854818900225,22.97364351814622,25.21688833112825,0
22.435865420880685,25.17012557857867,27.85373008438328,2
21.49555960200312,23.864307361999888,25.322030293787453,0
21.576715696770385,21.789551949276103,21.42691476541296,4
20.78578299647236,23.341676409660828,25.87306174153334,0
21.509678541752827,24.174109743688103,25.92897030759697,0
20.768445555637214,23.43547630309919,26.44191356887689,0
22.486695177443565,24.03887413549452,25.45313765764356,0
21.707560321397104,23.793164240636123,26.000336392638523,0
23.240135607669067,24.4817412460826,25.67458380048399,2
19.906959759842376,20.902172934013496,22.67190705227798,4
20.329905666574028,22.39202318245435,24.2519139547729,4
20.860045043499152,23.743972264232426,24.947909393875538,0
19.78228012027156,24.26181648777255,27.93826991494819,1
21.92831159822004,23.648179660129014,24.3823825515516,0
20.54186547085753,23.93746355050597,26.9461222541786,1
20.26005987931418,23.730435032356908,25.56601954847641,0
19.37983732268084,22.905347312113232,26.31535414647426,1
21.46620259481023,23.776312378447862,25.86821010058713,0
19.260138065060072,22.056344762058416,23.95908877882136,4
24.30550131368816,25.62580553906091,26.927841327933105,2
21.09702288955257,23.2163086943361,25.452267294482063,0
21.773231367862746,23.96806789034933,25.841470720572328,0
21.94515581815928,22.862503390782056,24.77291929444118,0
18.95667677879965,21.127216470039137,22.58360770555799,3
21.15320674989948,21.930186962998174,23.04765522298268,4
21.32526678376199,24.53531765931005,27.1182281625588,0
21.673644838360342,23.891773404760805,25.739558698549537,0
19.50840956261126,23.38414044603893,27.55301040965356,1
22.963162365781685,25.27884769674536,27.6502656347055,2
20.694476512319675,23.388262463624077,25.60840864587597,0
23.232575722164576,25.37011176166361,26.22883525211977,2
20.323239797566533,22.818584701170227,24.99962624928802,4
21.14772874227829,23.406866427881024,25.74923348743658,0
19.905746661513863,21.16004058761729,26.069269432135272,4
19.903900214568985,22.7970979572311,25.40314781949735,4
21.656728833330263,23.05416016346824,26.088984930940637,0
21.262033026716487,23.038276940993725,25.375802394738443,0
21.36740191238888,23.23387877382364,26.331523980150436,0
21.5261872751068,24.08551739768273,26.209493159845827,0
17.929850784237257,22.29621658445109,26.20852372909785,4
18.54493320387702,22.611398608336238,26.38491578487472,1
21.74535530131484,25.16015598443497,28.219574113198878,2
21.82250181687791,24.202387065877986,25.219093732636093,0
21.107444440161554,23.76936487260825,26.01055185700885,0
21.39358650323549,23.996737422894764,25.920602567867924,0
20.06647436993336,22.920135202900685,26.10726345153769,1
23.0898278336897,24.004092842090788,24.74834545543437,0
19.94796156456592,23.19453011092038,26.764821051420835,1
25.57198001417808,25.45100029238137,25.13786169865302,2
20.21171678196356,23.94931430244001,27.548509190973952,1
20.06546739978886,22.33980623876912,25.127239185538656,4
21.352562894467148,23.560299841654206,24.71550149374349,0
21.637750017095083,23.22424655346753,24.54592552728352,0
20.779168869561,22.113543833658404,26.653867405030173,0
24.755965534761252,26.28797924617168,27.37180769750147,2
17.263764805833095,20.764996184758232,24.786884322692583,3
22.469112382845186,24.185147266639863,25.540676892198867,0
21.32444294257957,22.85953725560457,24.374389644854,0
20.624112207896165,23.250144293230903,25.234357861917555,0
23.069026812112256,23.77963239245838,26.06792407418737,2
18.907315414581426,23.899330728333027,28.917090408852825,1
22.059294594759947,24.59638748141545,26.846217048167432,2
19.46799682802969,23.931706660474063,27.95669818747135,1
21.191245247286744,23.08640256451082,25.022910020726343,0
21.982408399702678,24.8696379565403,27.558688944762142,2
21.46591574860884,23.172860704960573,25.96547120057401,0
21.97444660109528,23.597863207799627,24.09387036350176,0
22.539355506634248,24.763345794304914,26.953972006113997,2
23.683952542480835,24.59240407810649,25.87528972711236,2
21.618347897148382,23.620647726105407,25.366953001996283,0
19.948605243441172,21.10889018089805,24.16038828785205,4
18.202800103839465,22.865836787983994,27.714316799095844,1
18.84107661909288,23.505587193084462,27.70510569750526,1
23.75299484317435,24.637170873563992,25.313119540246525,2
20.512743526889903,23.33794349511693,25.917215518727826,0
20.18212037765605,23.061464388774787,26.72633664961912,1
22.097304317048053,23.472615639960964,25.006765474125267,0
21.85120548983245,23.622849463251136,25.28611180014946,0
19.006817074667744,22.056933542772743,24.959113893677607,4
19.677309281677992,21.74120268825477,23.706165510514563,4
20.522153515921865,23.47221904749927,26.33831529731168,0
18.659869130582347,21.57608814282853,23.953024114729946,4
19.94528516895004,22.455194900092952,24.56090793866732,4
21.148212490078112,24.10961938833459,26.23745089514587,0
24.263727272808985,26.175170223202503,27.601769717855007,2
19.257099112288365,23.062734134620776,25.91988317058529,4
19.1392717877651,23.42109765240176,26.53560468823645,1
21.6589548601056,24.25703315574264,26.1543756935852,0
19.89562866840871,23.7330377774988,27.45127212227373,1
20.85203838078205,23.31779114862952,26.16319723926512,0
17.120901745322325,22.067257027015557,27.125383186731213,1
20.53113860435429,24.56890016696098,28.163914640769587,1
20.179115473317427,23.7229763025026,26.317878260723774,1
22.18305398120915,24.03123100905223,25.87248891937437,0
20.707966855360745,24.379684399852525,27.34478588072189,1
19.9691968440592,22.87262954912937,25.33635875112136,4
24.085820226191384,24.85445727528978,26.234711480433088,2
21.66091044289308,24.106756370665764,25.904958730725934,0
21.57991734167613,23.703047060976196,25.151959892719397,0
22.42543611015472,24.2357658116366,25.688870559286688,0
22.771651529638003,23.977721590655367,24.5479313739478,0
24.07914319329116,24.997377853355147,26.7424563579055,2
18.3467506932988,20.763539206978397,23.868290080235862,3
22.50969891957929,24.721093206192293,26.1163410019622,2
19.111181493627797,22.085838231038643,24.73684142584306,4
21.16398294458705,23.405369310484694,25.107727731655142,0
19.221412829639828,22.33639153190676,24.849413130854938,4
18.403909752552227,21.70097879662999,27.924547679921144,1
20.53988084773906,22.905832248031857,25.61904352714979,0
18.91104544361566,24.041851708502968,27.62583965020654,1
17.12649341765381,21.907655115031844,26.951583805455694,1
19.90178945076927,22.983235966173325,24.303372695205155,4
20.44228793558814,22.159012853198647,24.34367176560848,4
19.70497591220618,23.432410928357648,26.593418480641347,1
22.474258194877315,24.949512933717816,26.95542192044746,2
21.27178532139181,23.33450537866529,25.20960958837784,0
21.263019774518163,24.02988550104387,26.15761452537529,0
19.236321999944156,22.003365158184348,25.47579760100224,4
20.9420468955316,23.271978549303363,25.65838657216637,0
18.81095689361823,20.858982286283087,22.557951315108014,3
20.52295279721255,22.357754735500414,24.53844423963241,4
18.498477559161447,22.75971096466366,27.00087711622349,1
20.278886717107937,24.259966013820467,27.839920242065556,1
23.99453142271805,24.75092715989893,25.566280248961505,2
23.153383629153574,24.760674312967435,25.8854491012557,2
20.626491597624547,23.129128898061825,25.42147249902568,0
24.54766437580156,25.784980931961364,26.796400992316435,2
20.937009585820665,23.8196612554376,26.11566112671479,0
23.019966781273123,24.9443084554614,26.43196265296441,2
20.208302051849696,22.465547276560223,24.35856986582999,4
22.512965729525916,24.6409842363158,26.31581564764128,2
18.969341957050137,20.74771286290405,22.62257747210073,3
19.72708852511453,22.994032837027344,25.60778439259593,4
21.700070641612392,24.376754034821285,26.570482381180845,0
21.884878859893952,24.12000441125041,25.51678594646728,0
18.95821387232893,23.192154397248828,27.17460889216252,1
20.935234769434096,23.16450659568313,24.95552079938202,0
16.902659294018328,21.41047646453841,25.661987870497786,3
20.183150048528542,23.199597098539844,27.049432835753084,1
21.16210194250358,23.374519809471156,25.957494720558888,0
20.136809885381112,23.840367009936205,26.737228966658478,1
20.25925327761956,22.73758514068216,25.084965387993623,4
21.20361563332733,23.44382705256478,26.30321798274217,0
21.491701254865937,22.96115027719509,25.58833595133492,0
21.13980687427823,23.954924283898023,25.85969940222346,0
20.2537274943459,22.56046868557512,25.693182948938706,4
21.07611615122691,24.46110666331692,27.5716866304122,1
21.78031924807013,23.990500383090797,26.09226799779539,0
23.70742784712089,24.954372148468448,25.125766074979733,2
22.525519863367933,24.537949001731477,27.380943502109503,2
20.817190653368637,23.96468494657797,26.932392840204823,0
18.39852292904017,21.84539288376342,26.340905366762307,4
20.086453180830556,22.045546444149995,24.56387749277104,4
23.103881032937803,24.15597101465777,24.480694724589974,0
19.84811527619704,22.84523440823805,25.22233151706668,4
22.468540331717477,24.816077929337517,27.24157158290783,2
23.2661281759482,24.562996867135176,25.81774429179934,2
18.702264045064688,22.40997338677501,26.27989373506249,4
21.755524388144643,23.485192311220707,25.282321037125715,0
20.296965021720784,25.57981292074446,29.71617990938349,1
20.98373732403841,23.02332597215252,27.99871238358413,1
19.811084048798875,22.88232959825664,24.9723787638866,4
23.25452213486624,25.07831336062173,26.355327513782893,2
17.84520924090086,20.75163308686708,24.85246782110379,3
20.697859071036746,24.033469709470825,26.11835726676085,0
23.904133794923613,25.01248292838595,25.07760803694194,2
17.82851360288909,21.67749860827145,26.23177325776511,4
19.52051532819485,21.79744543981825,23.979019047871898,4
19.21598282795448,22.04198759743806,24.973525682352484,4
21.623181105376155,24.244848800850267,26.14491857257796,0
18.345883543223845,22.265458519442504,25.632761111409703,4
23.042910962169326,25.954968369313224,28.237696705104067,2
19.89777459079656,24.73135444631528,27.83832162103644,1
19.75573606558166,22.024094907670708,24.191879943699814,4
21.13969710017623,23.75965694691861,25.878801551193664,0
17.776053412919303,23.813683473552143,27.289422609106868,1
21.657973965902503,23.428498960433394,24.896196455408404,0
20.73070865059027,24.592832216060508,27.380947810312065,1
18.25530073757366,20.97489310024256,23.74957216996292,3
19.872874342200944,22.59100953044516,25.092792945536623,4
19.985730140108345,22.79290643072723,23.97968987810004,4
22.12091469885621,25.01007970025613,27.64563243997485,2
21.544820295483365,24.118074665603896,26.45995460948075,0
20.03655482871657,23.25020340827816,28.100499561269658,1
19.311644283482625,22.055933598368643,24.66895266261622,4
22.64421970516333,23.98084116836624,25.89913107244177,0
21.068783422252466,23.38017166392372,25.132706866212324,0
23.095844994476654,24.48557406731519,25.852936500564383,2
18.82688883131173,21.589602324674114,24.024491627786507,4
19.155593584737503,21.750812511380857,24.30281722272152,4
19.43267847486866,22.094301672402104,24.612681646920723,4
22.018424057799955,24.084368173615324,25.585240322212247,0
20.063088885304783,22.303389491339,25.459974559928146,4
21.357483079299925,22.992858340934763,24.621843964771617,0
19.87693113861001,22.014788496174425,23.740161281553736,4
19.641109182680456,22.466842910220556,24.72736587937557,4
16.24381923554178,18.984372634751992,22.29132126900788,3
19.661801525829578,21.648230344687487,27.802292369556785,1
23.236581793421795,24.773473443116373,25.486755050617163,2
18.62660431298385,22.184122479815333,25.24097859293146,4
16.57157917456897,23.89522697390109,27.997670538777992,1
21.84563642249855,25.822982840293808,27.977069873920566,2
19.71494428970944,22.124175769214503,25.405787294973045,4
23.31952015293769,24.798139903491936,25.51417926793842,2
23.141754284122847,25.15764869973058,27.15641284468768,2
22.11643774178548,24.079047553591288,26.08377522174801,0
22.97521424196662,24.350276191605435,25.62797104758656,2
22.432695717293623,24.006172754227077,25.084293735586844,0
19.949449348937797,25.01112459732602,29.045182116722465,1
22.03590167673301,24.001194317202824,28.35079592482369,2
22.08687324269551,23.98882457191578,25.70613984702332,0
19.901290239951415,22.13469386433565,24.26489473789435,4
18.05867547494988,20.16701440135905,22.33853225465172,3
19.542206485940955,22.378369989039644,24.57784127883982,4
16.750634817833877,20.43133034970116,26.009156624435,3
18.74202073474605,20.870453231457116,23.972167681551586,4
