R,G,B
23.694784949721377,25.39022018146632,26.1348874422071
20.76707008738163,23.255394190429158,25.560848760407122
20.199856800521058,23.010350637092394,25.05664336339204
20.59846803183408,25.398548542390504,26.932999862274663
22.331605498612017,24.30260808879486,26.358613108743455
20.161994737003404,23.315808390991084,25.882952026155525
20.201881336752237,22.738360187633464,25.638678801785556
15.863539845256906,17.711175138777193,20.93392656998674
19.43306121317611,21.643466173522206,22.76279303450016
19.508978486644633,24.166273573588658,29.87112894811644
20.071574359866027,22.43181086768127,24.76448426303814
20.04763342615075,24.293096671052044,28.24546681003554
18.184150478631118,22.081913650170726,27.14040111928355
18.98868723808773,22.426289361846667,25.918897225953636
19.024070584219903,21.94367662864131,23.84512990034595
19.598200181043342,22.718471292284868,25.59023274644044
21.940482126405055,24.74285999177486,26.428171566230365
19.40140680639184,23.069220700452753,26.20118736689978
19.86304510065326,22.104332484862883,24.09078616088899
22.02553439239396,23.96266046003621,26.214527281905568
15.207481024825139,23.779275309944573,28.089871898644343
19.62288461993052,22.451581385813743,24.531320682977004
15.989275166622804,19.303206142965678,22.675322156137575
19.645656446480945,23.552055606508016,27.492352818100027
27.11930079395872,28.421722173412622,28.462077916047292
19.838855348525477,24.315953306918253,27.98426483630964
23.50727943208865,26.747832718310914,28.341616539994117
23.789624532385215,24.67150914408782,25.62327911957013
21.718637516986878,24.65003685106987,27.007393008328354
23.750204527309936,24.517871690723304,24.850849282691097
24.012130854433007,26.023231102691163,26.752458814308046
21.529083429187516,23.498914271649344,26.004668887962794
22.239104736655385,26.12728474477701,28.391997916865307
21.359806698897103,23.577406823907832,26.553260912543053
21.85168487844237,24.392482802873758,26.791824150254687
18.117893668569213,22.769472693770386,24.372428745195606
21.960268606459675,24.353530822847986,27.32768052114597
22.365329116678982,23.51254458930101,25.171399284448473
21.31171097166785,23.066665930817546,24.59705971644396
18.930309613278762,21.868309137053227,25.026596033982912
18.266147836724723,21.13200122067018,23.85161785986351
15.902995931654948,20.064100376214483,26.745959390110716
23.922080754631004,24.902625755605303,25.392308061108388
20.523929266784318,24.478817586944906,28.418712185166154
19.491960789369912,23.629983918522406,26.778463526277523
18.798215703825885,21.82758401654053,24.504713222328732
18.91698701857422,13.138931371893504,26.667957576030414
16.534427250971206,20.77507796590684,24.478021982565874
20.81594710731967,23.7198558225399,26.45403906347936
20.43555789469909,22.815428027974864,24.734383109228645
18.63008603273376,21.006842005567428,24.466617110767334
20.02982159330395,22.890930402781166,26.08726483651727
18.99983100200815,22.063274065805732,25.961124955280493
20.53649501055888,21.833054249908464,22.960610436755243
24.21335775804484,27.12757363144768,29.603134489782633
20.25175124621093,22.94652196612126,25.186039311120066
21.89308874976509,23.56491435522627,24.750028715163257
20.074410921123985,24.15224548469187,28.502781022168463
21.471547576425113,24.825630310956548,28.15516619527371
21.28902422316894,23.55408300105404,26.768798284202795
23.36676211630029,26.317887661156252,27.96622237035741
22.31432557113482,24.91532667869902,27.92467048973497
23.34939302555552,24.876903107979125,25.333255777304604
19.91209828050263,23.435484910596855,26.165630240341716
17.4525718269723,23.514443742101328,28.734844114004297
19.51902354816019,22.57882096264046,25.643606533131212
21.629096370657845,24.249068885080515,27.25932623512962
20.9750633300648,22.936458796359965,25.469113543013204
20.199210256556817,23.827821543500125,26.12012831629379
21.17141634060475,24.05601665719869,26.003360215471215
20.11178417411613,23.044240633658074,26.09049372347868
19.894120923966696,22.476120419552647,24.846763848996943
18.3118165213251,22.064537778061098,26.204599118423513
20.582557645497687,23.85753553423079,26.75580421018913
18.776595924254607,22.71131845989652,26.96094697690473
20.71976227221151,23.3567069043603,26.145678930438645
21.388103375752898,22.308321780851763,26.43101185577287
22.995531706751756,25.310831812047034,26.979340829345176
19.082652766538885,23.683223333756548,27.71986617831497
19.561206734809108,22.35987204854978,24.77782903078035
21.65231679548096,22.93430190808566,26.07149831751344
22.595258432036076,24.12868565525386,24.787920991265977
22.798434755775357,25.14904174863185,27.276462115230558
18.28293215091633,22.230936814551068,24.73675555514174
20.479926318597926,23.820968559098755,26.58586588527694
21.281501086080773,24.157048392367802,26.642227700579095
22.477364219281156,24.432270166111042,25.85377536929988
22.71320766890012,25.77936924585926,28.051515382436847
18.9272204276405,23.43561395400484,27.761661952324626
22.371228114285376,25.09620411832033,28.497137180127027
17.808369185105228,20.735402036341522,23.66964679058965
23.535989329898232,26.259273538581017,28.70617339862258
19.240916006636613,23.37610079455667,27.156641175829655
17.382687712663003,24.846157144537333,30.312924008668258
23.60219205283241,26.4653818620592,29.83546287752806
19.80580856785528,21.180442610235303,23.083950203362647
20.143044355407095,25.34280017767878,28.89907763535107
22.30757666253321,24.118962166292874,27.117528037897113
26.012683303815848,23.04098799796605,23.983655632891573
20.932293638189215,23.46848603715598,25.465426046846225
21.5229091214585,23.350624855857546,25.309678748281573
23.208256247056564,24.72878999346737,26.330205297602745
19.877732033450748,22.826970994049162,25.223282900068686
23.177613624352407,24.40147039712919,25.435334548640327
22.48339795467243,24.002856302040232,26.223103371538606
22.504979415431272,23.880386734229745,25.700855868052976
23.85585465550987,25.635238821566503,26.631460760622854
22.582865123157376,25.051312690649333,26.498726774609114
20.723864841510544,23.423312652429043,25.86234950249461
22.9541815844226,25.934234064275284,28.548888326219966
21.83635386814975,23.52703194369622,25.972330935274794
19.27725550941594,22.195116366492186,25.805517536527507
16.82861061175456,21.324527400515617,25.739471923782148
20.321962432185334,23.211226707335516,26.0180099020563
20.215465037253185,22.422517838005714,24.100266994066924
22.862571786173312,25.589739990689864,28.21387308225127
24.06393845641871,25.260098672824167,25.35486420142264
17.97352452133165,21.80511443603662,26.290112454399278
19.506890849866405,21.941527883001307,24.328718339653683
18.945324314682654,21.582869616813767,24.05341605760176
20.63101247908905,21.038325551436717,23.080657685895748
20.884401743206105,23.978481591824384,27.01219415494125
21.342519976733854,23.886511752402793,25.788403982993053
20.210901034475413,23.779397854631377,27.76902092984358
21.77517294015372,24.237704471033346,26.793645968636117
20.377226337803826,23.862471914734723,27.36717289677599
20.4044547725582,22.309095620135526,25.292130563204626
19.04926599525637,20.798797635693877,25.293911284561474
23.069028414124453,24.947655753137607,26.628397098554995
22.709162802643196,24.598606033575823,30.405135771753105
17.07794423851169,23.60176533102626,29.160269832769014
18.883655708266676,21.802484920415104,24.320129342551343
20.163783190043674,20.410042836780026,21.26733572575532
24.153246846559814,26.722014263115245,28.20074139797095
20.591386213358927,23.88732414816231,26.35101443557226
20.892248917041957,23.485428291035944,26.03555563169009
21.210709765546017,24.734721865659772,27.228233177067718
20.67864148820156,22.994116504765888,24.72605209502621
20.792228415203205,23.765259815966363,26.532084712948567
22.78705435168196,24.986704603120607,26.452391093250483
19.624672200935446,22.012935159843423,24.631751897288368
17.881534091631224,21.974330938835298,25.559531531157035
20.224733500756965,22.516913446757275,24.494691473142623
19.475765091973866,23.39953850434357,27.407413525429885
22.96993217253419,25.399979802896432,26.871192182499346
20.498493389944034,22.834610935756928,25.473701028562395
21.188810557667875,24.247133408158795,26.588586073399274
18.42842538702373,20.903834445424934,23.64336179520614
26.011893374515687,27.85414379608469,30.079288939087167
24.508896442849377,27.423169899033994,29.95652853518978
19.490958492590494,22.284084903348525,24.323254393879928
19.913742997618076,21.832214238194023,23.339069039731164
20.934724670288038,23.493354150802237,25.245164691190965
19.929128830340186,23.10507951475044,25.33351723450821
17.987447204389483,23.106099817892062,28.19684840341163
18.198902025539194,22.690046353520604,26.13412912458307
19.741444265703546,22.785278858641313,26.119695259948813
15.90808929333191,19.29581291465092,23.16872719019254
21.839907321148736,23.56595498519326,25.08147260642503
22.43993055897554,24.618248351022217,26.011768334639164
22.59913990933801,25.088670518978557,27.209625606259742
21.47438047146727,24.93946521483112,27.652010899030262
23.24867253323082,24.731816298173396,25.6917076433114
22.94418771480156,25.072139170576353,24.92652127683106
22.827406231361955,24.93888436079116,26.64956799998499
23.879666805741824,24.817737374061398,26.187106057849753
22.569801172519735,23.991076361106796,25.58664512283169
22.112185824585627,24.361599540714476,26.48275356751009
22.521417878215477,22.944974342369722,23.18104591750497
23.20881293453949,23.636328409896823,24.652060271294562
20.863131433552976,23.302646626969764,25.532285659801673
25.715817241683386,26.57162092348449,26.810347300048175
16.090957388798465,19.602710911732366,22.70968915750073
19.627870552858823,23.486310699698016,26.718589318006266
23.39139800664823,24.156515915057494,25.131948075283116
17.85463068813382,21.124495682830172,24.11938317258271
18.1987113160984,21.30405632825617,23.615472608291668
19.273735415327646,22.916337913506297,24.934556581951114
19.319012802036582,22.319145806381865,24.39718403091919
17.42200287307374,21.100546532195875,25.99996699583804
19.138435023044348,22.632223676472606,25.765569483158178
19.029315715094693,22.473055267549064,25.67782244328372
20.71995783676602,23.40331738991565,26.112000116940262
20.736324560992237,23.869159071537673,26.67511501951645
22.495946878584864,24.414567910620097,26.137309300092404
21.124386115944528,23.779573891010944,25.731178425167972
20.6060533671076,23.96035323564927,27.18526367620835
21.439336282397605,25.514900800610345,27.928819012630697
20.26830789057489,23.310525997703383,25.71047887113985
21.438901537007,24.348576319875917,27.543394512175745
23.64757056142312,24.209052128272607,24.14064484213356
20.813308282675756,25.055764070026353,28.327408854932358
20.461088103819524,23.65196178993531,26.951301098523505
19.404930997580042,23.25603533772701,27.436399860304288
22.949534405487505,24.94100417871186,27.375520670671392
21.5545917507253,24.457928464788285,27.15730635591592
20.670219478598717,24.100518830515647,26.843981123486866
24.198865054397544,25.799296136024417,27.25781561581606
21.084564015221016,24.025887906753876,26.978261527360385
21.099739667946757,23.83227253498235,26.258739984199565
23.248693960879482,24.520330349591116,25.057434756355647
20.5791746282576,23.74845045022844,26.39552935194303
19.36718271716721,22.17913000679462,25.164644921311638
19.69446366298023,23.04865145904554,26.31718596533534
20.430897960767723,23.652157290324407,25.845078661631472
17.688976104191372,20.217965355182347,23.370452561990835
20.848712293847207,25.240715605781,29.09695433533419
19.421489627820858,24.02319132407855,27.64028265115095
19.845916750469065,22.61736624371957,26.551762348841752
23.233733528454593,24.447341090565324,24.930879531422388
21.799113042019044,24.127860811794015,26.24218016684963
15.123165242705385,18.308106846736,22.376253728138433
19.834358061573074,23.11020516862104,26.849356552891887
19.261930707464952,22.109583403649378,26.019484305617787
19.148078722625186,22.637871022979038,25.87448688730898
20.86679518400958,23.78949270626673,27.32970408013508
18.34395173466488,21.28947393700433,24.340249518859007
19.248561204162115,22.62331489129251,26.521790833564864
19.78666660359656,23.244975084580865,26.162529302569077
21.91694731732029,24.05437627448661,26.10968002927363
20.575540891344495,23.059072694336425,25.046014254933674
21.957059239855198,24.063173276096233,25.994167267646965
21.605855738028726,23.095283999862605,24.308648716596853
23.051895469400442,24.846334784747867,24.70093218185732
20.44963818239695,23.473292670195637,26.379047578978042
20.920508849458383,23.29820902548004,25.808978176272372
23.627308293325093,25.03869178191389,25.77487201273168
20.811728993241353,22.907945500233833,25.471714585873194
17.717247061592683,21.83781803546442,25.393207633454743
20.78408760824249,25.19240464229641,29.300689294222305
20.337360525319482,23.371807761609862,25.62370451750906
20.462607333414205,23.959597421460348,26.691966188198258
23.33348586331124,25.365736562036123,26.504546483087438
22.243195046780425,24.20552961313712,26.024635294525662
20.048371015615206,21.695497835700284,22.05959347648633
22.40871748382284,23.70761271631867,25.628933946046292
19.63404001997287,24.169661436048308,27.47589712162226
19.919469678775307,21.9751384290096,24.507754809341215
21.595551109548573,23.62982794829535,25.19408157100964
24.17672647793039,25.837447856423566,27.32051198888527
22.158817777091283,23.62956560002611,25.200822760056575
21.838348951525422,22.544881971425788,23.646480370488195
19.139044645693097,23.38983944530823,26.49835228169457
19.314340490299347,22.472245260054695,25.25146433405469
23.00307409904924,24.464351410683506,25.18284582024318
20.917341633436653,22.551578053966296,24.477891782846825
19.71166743760839,21.867324486914473,25.842715283689092
21.82350407901848,23.957329150603094,26.742977321663314
18.733518980429388,24.755381653343363,29.578805139278362
21.569212383254026,24.51078092554073,27.35943564281866
22.755690252787268,24.72210294342622,26.516208056967084
19.090640441615268,23.417002881459098,28.00375918612593
22.603664572623188,23.78936259021258,25.165086069717862
19.864561991270726,23.208862089260435,26.025561627939076
20.13854861108597,22.715156857682356,25.551008543241434
20.34866653364447,23.80590715566909,26.925198839324235
23.37171376008101,25.472667885269956,27.144401210562773
23.26967752494246,24.062321201295426,25.024922492436925
20.410177854893583,23.084866518538647,25.571161214838003
19.110852567938327,22.92492143431356,26.40874752384747
