,name,address,sort,menu,mean_price,score,people_give_score,review_count,review_list
0,써브웨이 독립문점,서울 종로구 송월길 155 경복궁자이4단지 상가 1층 4104~ 4106호 (우)03165,써브웨이,표기안함,표기안함,2.5,14,8,"맛은 있는데 알바생분께서 짜증내셔서... 손님한테 짜증내는 가게는 별로 못봤는데/채소 안먹는거 없이 모두 넣어 달랬는데  소스도 어울리는거로 적당히 넣어달라고 했는데 알았다고 하더니 채소 다 뺀거 아닌가 싶고 소스 아예 하나도 안 넣었음 30짜리 두개 샀서 나눠먹었는데 첨엔 내것만 그런줄 알았다가 포장 풀어 모두 그런거알고 기막힘 담엔 멀어도 다른 지점으로 갈거임/맛은있는데 가본 섭웨이중 야채 젤적고 부실함/핵별로임 남자알바생 위생개념도 없고 불친절/깨끗하고 괜찮은 매장이었습니다/비추.. 별로임/맛있던데 왜 이런평이 나오죠? /박보영이 왔던 곳!!!/별 한개도 아깝네요ㅠ 기분좋게 들어갔다가 수염난 알바생만 만나면 늘 기분상해 나옵니다. 문제가 있어요.. 야채양도 적고,, 서브웨이 특징이라는게 뭔가요? 야채의 종류등을 소비자 마음대로 할 수 있다는 점 아닌가요?  사장님 알바생 눈여겨 봐주세요.  10월18일 기준 아침에 있던 알바생이에요. /채소 양 이렇게 적게 주는 서브웨이는 첨 봄../만드는데 너무 오래걸린데다 음료 따라마시려는데 얼음받으니까 벌레도 같이 딸려나옴;;/양진짜적어요...진짜별로"
