,name,address,sort,menu,mean_price,score,people_give_score,review_count,review_list
0,프로젝디,서울 중구 퇴계로 343-1 동양빌딩 1층 (우)04565,"호프,요리주점","감자튀김,오지치즈 감자튀김,프로젝-윙,크리스피 크림새우볼,새우샐러드",13400,3.8,22,33,"약간 쌀쌀해요~~ 그치만 분위기가 죽임… 조명도… 사진 잘나와여 여자들끼리 가서 사진 건지기도 좋고 커플들끼리 오기도 좋음!! 피자도 맛있었습니다 재방문의사 있음~~~/피자 3 와인 가격 4/후기 보고 갈지말지 고민했는데 직원분들 다 너무 친절하셨어요ㅜ 자리 옆에 히터도 틀어주셔서 실내도 따뜻했고 분위기도 좋았어요 마스카포네 피자 추천합니다! /분위기 짱!/븐위기좋은데 알바생불친절../직원들이 불친절해서 아쉬운ㅜ 음식은 맛있고 분위기도 좋아요/피자 맛있어요 날씨 선선할때 루프탑에서 먹으면 분위기갑이에요./10시 마감인데 9시 55분에 주문한 칵테일이 나왔고 죄송하다는 인사치레도 없었네요.  40분에 저희 칵테일 안 나오냐고 물어봤을땐 죄송하다고 하시긴했고 이제 나온다고 얘기하셨습니다만 그러고나서도 정작 나온 시간은 55분이었습니다. 칵테일 시킬 분들은 참고하세요. (칵테일 2잔에 40분정도 기다림)  뷰 좋고 날씨 좋은 날 일찍 가서 여유롭게 즐길 때 좋은...더보기/★추가 피해자를 막기 위해 없어져야함 ★★내돈주곤 다시 안감 ★★★누가 사주면 감 맛/특징이 생각 안나는 무색무취 ★★★★재방문 의사 있음 ★★★★★맛/특징이 기억 나고 자신있게 추천 가능/멋진 뷰와 맛좋은 칵테일 오지치즈후라이가 맛있고 종업원이 모두 친절하다/가게가 너무 바빠서 그런지 직원들 응대가 별로에요.  1. 만석이라 대기명단 적어두고 가면 연락 준다더니 1시간이 지나도 연락안와서 전화했더니 잊고있어서 지금 오면된다고함; 2. 메뉴판도 안주고, 직원불러도 대답만 하고 오질 않음 ㅜㅜ 불편한 점 있어 말했더니 확인해보겠다고 사라지고 다시 돌아오지않음....^^  3. 루프탑 한쪽에 흡연공간이 있어 담배냄새...더보기/갔다가 계속 설거지만하시고 본체만체하셔서 그냥 나왔네요 장사할 맘 없어보이시네요/타이밍이 좋아서 웨이팅 없이 들어간 곳. 동대문에서 가장 저렴하게 즐길 수 있는 루프탑이 아닐까 싶다. 안주 양이 많아서 2인보다는 3~4인이 더 적절할 것 같네요.  약간 쌀쌀한 날씨에 갔는데, 담요도 비치되어 있어 좋았습니다./너무 친절하고 싸요! /루프탑/장소 루프탑 가격 분위기 좋아요/Coffee, Brunch, Dessert,  & Bier at Night"
