,name,address,sort,menu,mean_price,score,people_give_score,review_count,review_list
0,BBQ 경희궁자이점,서울 종로구 통일로14길 8 (우)03030,BBQ,"황금올리브치킨 콤보,입안 가득히 퍼지는 고소하고 쫄깃한 식감과 치킨의 최고 맛있는 닭다리와 윙,봉을 함께 즐길 수 있는 메뉴,20,000,황금올리브치킨 순살,담백하고 고소~한 순살 치킨,21,000,오리지날 양념치킨,블루치즈의 부드러움과 과실의 산뜻한 만남,23,500",22500,2.1,8,1,바로 옆인 경희궁자이에서 배달시켜도 배달료 3500원. 사장님은 불친절하고 배달도 오래걸린다. 심지어 경희궁자이 바로 맞은편에 bbq가 버젓이 있는데도 훨씬 거리가 먼곳에 아파트이름 붙여놓고 장사하는 곳/전화주문만 되는데 전화가 수월하게 연결되는 편도 아니고 이 상황에 대면결제 해야 하는 것도 좀 신경쓰이네요...ㅠㅠ 배달대행앱뿐 아니라 공식앱에서도 주문이 안 됩니다 참고하세요~/앱으로 시켜먹을려고 하는데 물어볼게 있어서 전화했는데 한문장 말했는데 거기 아줌마가 빨리 말하라고 하는거임... 어이가 없는 매너없는 서비스를 봤나 어이 터져도 마져 물어봤는데 그거 님사정이고 내가 해결해줄수 없으니 알아서 하시라고 하고 끊는거 보고 비비큐 경희자이점 서비스 쓰레기임을 알게되었음 저런데는 망해야 정신 차리는 곳임/왜 카카오쿠폰으론 방문포장이 안되는거죠;;;/덩치큰 배달하는사람 때문에 시키기가 싫어짐/무난한 BBQ 맛. 일하시는 분들이 친절하진 않구 여러번 갔는데 목소리 한번 들어본 적은 없네요./한달에 두세번 시켜먹는 단골집입니다. 정말 맜있고 친절하십니다^^
