기간,자치구,법정동,토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별)
기간,자치구,법정동,합계,전,답,과수원,목장용지,임야,대지,공장용지,학교용지,주차장,주유소용지,창고용지,도로,철도용지,제방,하천,구거,유지,수도용지,공원,체육용지,유원지,종교용지,사적지,묘지,잡종지
2021,성북구,삼선동1가,"207,792.2","1,888.0",-,-,-,"20,784.5","147,246.4",-,"1,438.0",-,-,-,"33,229.5",-,-,"2,378.8",542,-,-,-,-,-,-,285,-,-
2021,성북구,삼선동2가,"228,192.3",208,-,-,-,"29,855.5","127,166.6",-,"22,448.6",-,-,-,"39,110.2",-,-,625.8,-,-,-,"4,400.6",-,-,111,-,-,"4,266.0"
2021,성북구,삼선동3가,"170,631.3",-,-,-,-,9,"80,417.7",-,"57,215.4",-,-,-,"30,702.1",-,-,-,-,-,-,"1,244.6",-,-,"1,042.5",-,-,-
2021,성북구,삼선동4가,"87,684.6",-,-,-,-,-,"56,165.5",-,-,129.7,-,-,"25,083.1",-,-,"6,306.3",-,-,-,-,-,-,-,-,-,-
2021,성북구,삼선동5가,"119,827.2",-,-,-,-,-,"83,372.6",-,-,-,-,-,"33,645.6",-,-,"2,809.0",-,-,-,-,-,-,-,-,-,-
2021,성북구,동선동1가,"81,966.4",-,-,-,-,-,"55,184.6",-,-,961.6,-,-,"24,292.0",-,-,-,-,-,-,-,-,-,"1,528.2",-,-,-
2021,성북구,동선동2가,"99,035.6",-,-,-,-,-,"54,221.3",-,"13,144.6",-,-,-,"26,680.5",-,-,"2,710.8",-,-,-,-,-,-,"2,278.4",-,-,-
2021,성북구,동선동3가,"97,961.0",-,-,-,-,-,"62,441.4",-,"7,914.4",110.4,-,-,"27,494.8",-,-,-,-,-,-,-,-,-,-,-,-,-
2021,성북구,동선동4가,"86,746.5",-,-,-,-,-,"58,255.1",-,"5,084.6",-,-,-,"23,406.8",-,-,-,-,-,-,-,-,-,-,-,-,-
2021,성북구,동선동5가,"67,136.7",-,-,-,-,-,"47,197.7",-,-,-,-,-,"18,223.3",-,-,-,-,-,-,-,-,-,"1,715.7",-,-,-
2021,성북구,안암동1가,"102,546.4",-,-,-,-,-,"72,217.5",-,"1,954.6",-,-,-,"21,159.1",-,-,"2,284.3",-,-,-,"3,355.7",-,-,"1,575.2",-,-,-
2021,성북구,안암동2가,"106,100.4",-,-,-,-,-,"42,928.5",-,"32,380.4",-,-,-,"26,308.1",-,-,"2,968.6",-,-,-,"1,514.8",-,-,-,-,-,-
2021,성북구,안암동3가,"108,418.8",-,-,-,-,509.8,"75,361.3",-,-,654.6,-,-,"23,025.4",-,-,"5,314.7",-,-,-,-,-,-,"3,553.0",-,-,-
2021,성북구,안암동4가,"58,286.5",-,-,-,-,148.2,"41,943.8",-,-,-,-,-,"12,004.7",-,-,"3,790.8",-,-,-,-,-,-,399,-,-,-
2021,성북구,안암동5가,"949,906.0",-,-,-,-,"115,051.0","139,425.0",-,"585,399.0",-,231,-,"84,794.0",-,-,-,"4,826.0",-,-,-,-,-,"8,497.0",-,-,"11,683.0"
2021,성북구,보문동4가,"42,940.5",-,-,-,-,-,"23,303.3",-,-,-,-,-,"14,576.1",-,-,"5,061.1",-,-,-,-,-,-,-,-,-,-
2021,성북구,보문동5가,"56,593.2",-,-,-,-,-,"39,226.6",-,-,-,"1,953.5",-,"15,413.1",-,-,-,-,-,-,-,-,-,-,-,-,-
2021,성북구,보문동6가,"144,066.3",7,-,-,-,"2,873.0","106,960.9",-,"2,162.3",-,-,-,"25,863.2",-,-,-,-,-,-,"4,685.9",-,-,"1,514.0",-,-,-
2021,성북구,보문동7가,"71,826.9",-,-,-,-,-,"36,968.7",-,-,-,470.8,-,"26,559.0",-,-,"6,264.4",-,-,-,"1,564.0",-,-,-,-,-,-
2021,성북구,보문동1가,"68,661.5",-,-,-,-,-,"39,125.7",-,-,-,750.4,-,"22,847.3",-,-,"5,938.1",-,-,-,-,-,-,-,-,-,-
2021,성북구,보문동2가,"64,235.5",-,-,-,-,-,"40,887.4",-,-,-,-,-,"20,601.8",-,-,-,-,-,-,-,-,-,"2,746.3",-,-,-
2021,성북구,보문동3가,"110,943.0",-,-,-,-,"24,297.0","46,771.4",-,"14,799.6",-,-,-,"12,186.5",-,-,-,168,-,-,"6,569.0",-,-,"6,151.5",-,-,-
2021,성북구,정릉동,"8,393,997.4","32,889.0","10,801.0",-,-,"5,562,289.1","1,800,899.8",-,"245,827.9","1,604.0","4,573.0","1,091.0","372,015.9",-,-,"159,794.8","47,746.0",-,"5,105.0","51,826.5",-,-,"76,181.6",-,"4,687.0","16,665.8"
2021,성북구,길음동,"1,233,204.2",-,-,-,-,"7,789.0","904,339.7",-,"71,839.5","1,321.7",731.7,-,"191,690.8",-,-,-,"10,632.0",-,414.4,"30,302.3",-,-,"13,837.0",-,-,306.1
2021,성북구,종암동,"1,458,261.9","2,984.0","3,759.0",-,-,"227,178.8","745,408.3",-,"153,719.0","1,798.9","3,814.0",-,"210,350.5",-,"3,786.0","53,279.0","11,736.2",-,82.3,"16,884.1",-,-,"8,314.8",-,-,"15,167.0"
2021,성북구,하월곡동,"1,793,251.6","3,617.0",487,-,-,"206,328.0","1,052,752.9",-,"80,894.1",331,"4,036.0",198,"229,226.8","11,746.0",14,"53,955.0","21,752.0",-,-,"109,237.2",-,-,"18,445.6",-,-,231
2021,성북구,상월곡동,"523,455.6","4,818.0",-,-,-,"116,496.0","199,999.4",-,"14,649.0",-,"1,228.0",-,"56,788.6","2,392.0",-,-,644,-,-,"126,260.6",-,-,-,-,-,180
2021,성북구,장위동,"2,025,700.8","5,338.0","2,973.0",-,-,"30,915.0","1,368,973.0",-,"65,258.0","2,933.0","5,169.0",-,"415,612.7",9,"2,087.0","39,744.0","27,460.0",231,-,"45,885.1",-,-,"9,274.1",-,-,"3,838.9"
2021,성북구,석관동,"1,733,870.0","7,574.0","33,084.0",-,-,"385,726.0","681,668.7",-,"54,299.0",310,"1,500.0",-,"238,327.3","127,413.0","27,484.0","98,836.0","14,946.0",304,-,"8,110.0",-,-,"3,824.0",-,"49,187.0","1,277.0"
2021,강북구,소계,"23,600,441.3","64,748.0","30,067.0",-,-,"12,524,189.3","6,679,360.8","4,290.4","551,611.2","26,103.1","16,211.4",192,"1,998,948.3",-,65,"332,302.9","87,261.9","2,092.0","22,944.0","923,073.8",-,"9,554.0","157,751.0",-,"73,975.0","95,700.2"
2021,강북구,미아동,"4,373,886.7",882,"1,200.0",-,-,"285,296.3","2,690,044.4",-,"263,050.2","13,255.4","5,124.0",-,"778,036.8",-,-,"13,621.0","38,307.2",-,"17,669.0","134,329.0",-,-,"59,248.9",-,"60,240.0","13,582.5"
2021,강북구,번동,"2,702,535.0","4,969.0",2,-,-,"400,502.0","1,006,685.1","4,290.4","62,615.7","2,478.4","7,730.1",-,"369,606.0",-,65,"66,962.9","18,534.3",-,271,"739,757.0",-,-,"9,996.4",-,-,"8,069.7"
2021,강북구,수유동,"7,629,467.0","20,478.0","7,302.0",-,-,"3,930,470.0","2,461,096.4",-,"210,876.3","9,318.3","3,357.3",192,"736,743.8",-,-,"139,738.0","13,328.4",-,"4,505.0","13,759.8",-,"9,554.0","50,907.7",-,"7,323.0","10,517.0"
2021,강북구,우이동,"8,894,552.6","38,419.0","21,563.0",-,-,"7,907,921.0","521,534.9",-,"15,069.0","1,051.0",-,-,"114,561.7",-,-,"111,981.0","17,092.0","2,092.0",499,"35,228.0",-,-,"37,598.0",-,"6,412.0","63,531.0"
2021,도봉구,소계,"20,651,004.3","232,663.0","98,064.0","25,546.0",-,"9,574,036.2","6,163,958.1","28,934.9","741,891.7","90,871.3","19,195.9","5,115.0","2,084,737.9","178,087.9","15,287.7","473,462.8","179,206.0",21,403.1,"534,742.4","65,575.0","1,736.0","56,377.7",-,"4,224.0","76,866.7"
2021,도봉구,쌍문동,"2,790,583.5","32,292.0","9,407.0",-,-,"304,650.2","1,483,348.8",-,"318,117.7","3,441.2","5,069.4",59,"446,167.4",-,-,"73,084.8","11,246.6",-,403.1,"79,865.3","9,320.0",-,"10,330.0",-,440,"3,341.0"
2021,도봉구,방학동,"4,050,210.6","58,504.0","19,184.0","1,818.0",-,"1,657,049.0","1,406,014.6",-,"145,724.1","4,904.1","3,251.9",-,"483,935.6","16,387.6","6,474.0","64,937.8","64,132.0",-,-,"92,638.3","6,180.0",-,"10,294.9",-,496,"8,284.7"
2021,도봉구,창동,"4,258,940.8","6,448.0","5,373.0","17,157.0",-,"453,960.0","2,163,895.7","10,605.9","193,504.3","38,255.3","4,359.7","5,056.0","718,729.7","97,382.4","8,278.5","201,358.2","12,626.3",21,-,"253,669.5","50,075.0",-,"17,774.3",-,2,409
2021,도봉구,도봉동,"9,551,269.4","135,419.0","64,100.0","6,571.0",-,"7,158,377.0","1,110,699.0","18,329.0","84,545.6","44,270.7","6,514.9",-,"435,905.2","64,317.9",535.2,"134,082.0","91,201.1",-,-,"108,569.3",-,"1,736.0","17,978.5",-,"3,286.0","64,832.0"
2021,노원구,소계,"35,439,208.7","193,656.0","161,793.0","17,574.1",-,"15,393,703.6","9,355,441.9","3,087.7","2,489,735.8","26,973.5","25,525.7","2,227.0","2,872,528.8","645,621.0","126,642.0","1,109,434.0","103,230.1","39,168.0","92,719.6","773,262.3","647,984.7",-,"137,407.2",-,"17,393.0","1,204,099.7"
2021,노원구,월계동,"4,277,729.7","27,047.0","30,398.0",-,-,"1,338,304.0","1,360,372.8","3,087.7","344,647.1","3,130.1","3,839.4",-,"355,970.8","343,640.8","9,748.0","263,105.7","12,820.0",-,"37,866.0","86,358.3","5,215.0",-,"16,431.3",-,-,"35,747.7"
2021,노원구,공릉동,"8,236,325.7","41,544.0","91,360.0",-,-,"2,558,048.0","1,630,256.2",-,"1,024,295.2","2,717.2","9,695.0",-,"580,130.1","108,774.9","50,248.1","193,928.4","33,982.3","39,160.0","54,146.0","101,233.0","639,254.0",-,"11,526.5",-,"17,393.0","1,048,633.8"
2021,노원구,하계동,"2,027,201.2","10,063.0","8,720.0",-,-,"367,088.0","819,227.3",-,"385,516.1",894,"1,389.0",-,"278,152.9","12,340.0","1,369.0","47,321.6","2,578.0",-,-,"80,403.9",-,-,"10,542.0",-,-,"1,596.4"
2021,노원구,상계동,"15,680,615.7","77,118.0","26,608.0","9,989.9",-,"8,775,229.6","3,840,318.7",-,"419,253.8","9,869.9","7,250.5","2,227.0","1,176,318.6","180,865.3","65,041.9","534,765.7","50,264.8",8,547.6,"318,835.2","3,515.7",-,"70,005.1",-,-,"112,582.4"
2021,노원구,중계동,"5,217,336.4","37,884.0","4,707.0","7,584.2",-,"2,355,034.0","1,705,266.9",-,"316,023.6","10,362.3","3,351.8",-,"481,956.4",-,235,"70,312.6","3,585.0",-,160,"186,431.9",-,-,"28,902.3",-,-,"5,539.4"
2021,은평구,소계,"29,710,521.5","522,527.3","365,842.5",-,-,"13,394,998.1","9,763,754.1","2,568.0","688,918.4","75,131.5","21,342.5",-,"2,891,122.0","162,024.0",737,"503,051.9","267,528.9","2,791.5","35,946.2","596,828.8","5,104.0","4,933.0","121,893.1","1,081.0","23,498.0","258,899.7"
2021,은평구,수색동,"1,291,450.7","10,993.0","9,888.0",-,-,"404,811.5","445,983.4","2,568.0","31,152.0","46,398.6","1,715.0",-,"143,877.7","162,024.0",-,"1,803.0","10,498.0",-,746,"3,571.5",-,-,"6,589.0",-,-,"8,832.0"
2021,은평구,녹번동,"1,789,992.7","2,262.0",94,-,-,"681,914.0","793,443.4",-,"28,475.1",231,"2,598.0",-,"188,556.4",-,-,"30,736.1","9,498.0",-,161.5,"39,724.9",-,-,"12,064.3",-,-,234
2021,은평구,불광동,"4,512,484.3","36,746.0","9,643.0",-,-,"2,514,868.9","1,343,521.9",-,"122,263.0","5,393.0","1,494.0",-,"316,060.2",-,-,"38,773.0","36,533.0",-,-,"59,258.6","5,104.0",-,"19,879.7",-,-,"2,946.0"
2021,은평구,갈현동,"1,936,485.0","1,220.1",-,-,-,"470,909.0","1,028,772.2",-,"90,651.1","2,370.2","2,423.0",-,"291,303.7",-,-,"6,735.0","19,056.8",-,"4,883.1","9,576.8",-,-,"7,408.0",-,-,"1,176.0"
2021,은평구,구산동,"1,381,584.8","4,100.0",486.5,-,-,"541,025.0","559,098.8",-,"91,760.5",230.7,-,-,"141,937.6",-,-,-,"24,666.4",-,-,"14,006.0",-,-,"4,233.3",-,-,40
2021,은평구,대조동,"848,827.4",614,19,-,-,"1,084.0","587,615.9",-,"52,708.7",182,389.8,-,"184,645.7",-,-,43,"9,566.0",-,-,"4,562.1",-,-,"7,271.2",-,-,126
2021,은평구,응암동,"2,612,090.0","2,360.0",160,-,-,"397,112.6","1,514,947.5",-,"81,258.3","5,244.3","1,371.7",-,"457,873.4",-,737,"78,751.4","11,603.3",-,152.6,"43,326.3",-,-,"17,191.6",-,-,-
2021,은평구,역촌동,"1,158,322.4",186,-,-,-,"67,147.1","766,928.9",-,"13,228.1","1,967.4",-,-,"230,219.7",-,-,"31,076.3","30,244.8",-,-,"5,350.9",-,-,"11,973.2",-,-,-
2021,은평구,신사동,"1,839,808.2","1,610.2",213,-,-,"584,759.3","828,624.3",-,"63,413.0",995.8,"2,629.2",-,"270,282.9",-,-,-,"13,484.8",-,-,"33,291.1",-,-,"3,658.6",-,"16,883.0","19,963.0"
2021,은평구,증산동,"807,559.4","1,838.0",-,-,-,"159,360.7","401,925.9",-,"38,780.1",-,"3,877.7",-,"159,087.8",-,-,-,"4,208.3","2,127.5","28,450.0","3,241.6",-,-,"4,661.8",-,-,-
2021,은평구,진관동,"11,531,916.6","460,598.0","345,339.0",-,-,"7,572,006.0","1,492,891.9",-,"75,228.5","12,118.5","4,844.1",-,"507,276.9",-,-,"315,134.1","98,169.5",664,"1,553.0","380,919.0",-,"4,933.0","26,962.4","1,081.0","6,615.0","225,582.7"
2021,서대문구,소계,"17,626,389.3","73,609.0","4,512.0",-,-,"4,653,867.4","7,175,202.2",-,"2,184,770.7","19,249.0","10,389.1",-,"2,155,850.5","210,553.2",-,"438,928.0","70,561.5",-,"22,777.0","456,532.5",-,-,"76,259.3",119,"56,613.0","16,595.9"
2021,서대문구,충정로2가,"127,237.5",-,-,-,-,-,"65,963.5",-,"26,910.2",751.2,-,-,"33,474.8",-,-,-,-,-,-,-,-,-,-,-,-,137.8
2021,서대문구,충정로3가,"256,707.0",-,-,-,-,"2,895.7","175,093.1",-,"4,297.4",-,-,-,"54,850.5","13,396.4",-,-,998.4,-,-,731.2,-,-,"4,020.3",-,-,424
2021,서대문구,합동,"42,486.0",-,-,-,-,-,"31,603.2",-,-,-,-,-,"7,227.0","1,112.8",-,465.8,612.1,-,-,381.3,-,-,"1,083.8",-,-,-
2021,서대문구,미근동,"78,124.3",-,-,-,-,-,"49,001.7",-,"7,175.3",549.9,-,-,"16,755.2","2,689.5",-,"1,849.2",103.5,-,-,-,-,-,-,-,-,-
2021,서대문구,냉천동,"118,251.3",-,-,-,-,-,"74,408.4",-,"20,546.5",-,-,-,"18,964.1",-,-,-,490.6,-,-,"2,198.1",-,-,"1,643.6",-,-,-
2021,서대문구,천연동,"148,902.1",-,-,-,-,"30,648.0","85,172.8",-,"12,349.7",-,-,-,"17,897.0",-,-,-,340.4,-,-,-,-,-,"2,320.9",-,-,173.3
2021,서대문구,옥천동,"54,177.2",-,-,-,-,"11,066.0","31,610.5",-,-,-,-,-,"6,985.4",-,-,-,531.9,-,-,"3,838.7",-,-,144.7,-,-,-
2021,서대문구,영천동,"135,772.6",-,-,-,-,"47,778.3","49,598.8",-,-,-,-,-,"28,787.3",-,-,-,"3,837.5",-,-,"5,770.7",-,-,-,-,-,-
2021,서대문구,현저동,"518,745.5",73,-,-,-,"177,582.9","154,289.7",-,"9,185.7",-,-,-,"50,725.2",-,-,-,-,-,-,"126,889.0",-,-,-,-,-,-
2021,서대문구,북아현동,"1,076,707.6",-,-,-,-,"13,827.0","580,114.3",-,"274,405.9","1,680.9",-,-,"152,234.8","17,837.6",-,-,-,-,-,"26,628.9",-,-,"9,978.2",-,-,-
2021,서대문구,홍제동,"3,119,790.1","6,419.0",-,-,-,"1,399,396.5","1,140,693.6",-,"64,694.5","1,995.0","1,513.0",-,"256,529.2",-,-,"82,759.8","23,738.8",-,-,"104,251.4",-,-,"10,252.0",119,"25,399.0","2,029.3"
2021,서대문구,대현동,"467,231.1",-,-,-,-,542,"141,747.7",-,"232,158.9",-,-,-,"64,824.3","21,135.2",-,-,"1,304.0",-,-,"3,706.4",-,-,"1,812.6",-,-,-
2021,서대문구,대신동,"267,478.5",-,-,-,-,-,"54,364.3",-,"152,282.2",105.4,-,-,"60,726.6",-,-,-,-,-,-,-,-,-,-,-,-,-
2021,서대문구,신촌동,"861,177.0",815,-,-,-,"22,255.0","24,620.0",-,"746,457.0",-,-,-,"37,280.0","23,108.0",-,484,"1,063.0",-,-,"5,095.0",-,-,-,-,-,-
2021,서대문구,봉원동,"427,238.0","32,687.0","2,611.0",-,-,"345,730.0","29,655.0",-,-,-,-,-,"2,947.0",-,-,"9,414.0",-,-,-,713,-,-,"3,481.0",-,-,-
2021,서대문구,창천동,"607,265.2",238,-,-,-,"2,308.0","344,395.3",-,"41,094.3","1,090.2",567.6,-,"150,118.3","40,062.0",-,-,"4,189.4",-,-,"9,276.0",-,-,"13,741.1",-,119,66
2021,서대문구,연희동,"3,012,778.1","17,607.0",93,-,-,"799,489.0","1,238,799.8",-,"336,526.8","4,740.4","5,049.9",-,"381,885.4","28,435.5",-,"109,975.8","8,856.5",-,255,"41,759.3",-,-,"5,250.7",-,"31,095.0","2,959.0"
2021,서대문구,홍은동,"3,645,684.1","15,308.0","1,030.0",-,-,"1,799,501.0","1,215,521.4",-,"117,361.7","3,571.0","2,783.6",-,"281,533.9",-,-,"104,835.5","13,710.2",-,"22,335.0","51,622.8",-,-,"8,208.0",-,-,"8,362.0"
2021,서대문구,북가좌동,"1,405,273.8",76,-,-,-,673,"902,593.7",-,"38,350.2","1,950.5",61,-,"303,652.9","33,372.2",-,"86,377.6","4,083.2",-,-,"29,230.1",-,-,"4,853.4",-,-,-
2021,서대문구,남가좌동,"1,255,362.3",386,778,-,-,175,"785,955.4",-,"100,974.4","2,814.5",414,-,"228,451.6","29,404.0",-,"42,766.3","6,702.0",-,187,"44,440.6",-,-,"9,469.0",-,-,"2,444.5"
2021,마포구,소계,"23,850,080.9","277,764.1","102,833.0",-,-,"368,829.2","8,552,614.5","17,024.7","711,314.4","40,086.0","11,050.0",214,"3,527,404.8","564,005.9","222,908.4","5,765,275.2","88,326.4","88,218.3","10,150.0","2,748,438.0",-,"6,502.4","84,707.0",263,"10,463.0","651,688.6"
2021,마포구,아현동,"781,011.1",628,-,-,-,-,"491,183.1",-,"65,000.5",78.7,-,-,"177,574.8",-,-,-,"3,361.4",-,"9,449.5","24,634.1",-,-,"8,889.0",-,202,10
2021,마포구,공덕동,"765,264.3",78,-,-,-,728,"539,929.6",-,"14,102.1",736,648,-,"181,997.5",-,-,-,"7,644.9",-,-,"11,697.3",-,-,"7,435.9",-,-,267
2021,마포구,신공덕동,"240,815.8",-,-,-,-,-,"185,152.3",-,-,-,-,-,"51,510.4",-,-,-,-,-,-,"2,766.3",-,-,339.3,-,3,"1,044.5"
2021,마포구,도화동,"585,081.4",57.1,476,-,-,40,"412,623.3",-,"15,722.8",824.5,780.8,-,"118,930.5","25,121.3",-,-,"3,410.2",-,176.5,"6,191.2",-,-,727.2,-,-,-
2021,마포구,용강동,"300,264.5",-,-,-,-,-,"162,053.6",-,-,-,235,-,"60,699.7",-,"7,556.0","62,427.0",30,-,-,"5,288.2",-,-,"1,972.0",-,-,3
2021,마포구,토정동,"117,933.3",-,-,-,-,-,"16,090.3",-,-,-,-,-,"10,904.0",-,"7,874.0","83,065.0",-,-,-,-,-,-,-,-,-,-
2021,마포구,마포동,"224,478.6",-,-,-,-,-,"81,115.2",-,-,358.3,-,-,"64,915.4",-,"5,569.5","34,226.0",-,"30,601.6",-,"2,034.5",-,-,"5,658.1",-,-,-
2021,마포구,대흥동,"605,222.2","1,143.0",-,-,-,"41,005.5","332,406.8",-,"80,266.0",-,"1,083.0",-,"115,502.4","12,685.0",-,-,"7,540.0",-,-,"6,920.2",-,-,"2,650.3",-,-,"4,020.0"
2021,마포구,염리동,"547,517.8",449,-,-,-,-,"336,686.2",-,"85,178.3","1,489.0","1,169.0",-,"96,032.0","17,740.6",-,-,"3,755.0",-,-,"1,029.3",-,-,"3,669.4",-,320,-
2021,마포구,노고산동,"307,482.8",-,-,-,-,"13,949.0","162,379.0",-,"15,666.8",-,-,-,"92,244.0","14,538.2",-,-,"1,695.3",-,-,"2,365.4",-,-,"4,645.1",-,-,-
2021,마포구,신수동,"594,834.5",987,921,-,-,"17,887.0","325,630.3",-,"94,801.0",-,-,-,"114,071.4","21,621.0",-,"4,713.0","3,792.0",-,-,"5,488.8",-,-,"4,892.0",-,30,-
2021,마포구,현석동,"189,516.1",284,-,-,-,-,"76,545.3",-,-,-,-,-,"25,177.1",-,"2,837.0","76,493.0",845,-,-,"7,334.7",-,-,-,-,-,-
2021,마포구,구수동,"50,065.7",450,-,-,-,47,"33,293.1",-,782,-,-,-,"10,855.6",-,-,"4,137.0",-,-,-,-,-,-,-,-,-,501
2021,마포구,창전동,"475,480.4",303,-,-,-,"59,067.0","280,852.8",-,"5,066.0",53,"1,359.0",-,"94,278.4","6,744.0",76,"5,327.0",295,-,524,"14,467.9",-,-,"3,272.0",263,-,"3,532.3"
2021,마포구,상수동,"567,266.4","1,783.0","2,281.0",-,-,"8,838.0","212,777.7",-,"106,848.0",184,-,-,"87,895.0",-,250,"134,026.0","3,244.0",406,-,"7,648.7",-,-,662,-,-,423
2021,마포구,하중동,"94,279.6",56,-,-,-,-,"33,966.9",-,-,-,-,-,"13,079.7",-,211,"46,879.0",87,-,-,-,-,-,-,-,-,-
2021,마포구,신정동,"114,319.0",17,-,-,-,-,"28,078.6",-,-,-,-,-,"25,254.8",-,-,"58,355.0",-,-,-,236.6,-,-,-,-,-,"2,377.0"
2021,마포구,당인동,"321,574.0",261,56,-,-,-,"96,377.0",-,-,-,-,-,"10,682.0","3,515.0",-,"208,793.0",-,-,-,301,-,-,-,-,13,"1,576.0"
2021,마포구,서교동,"1,182,109.0",20,189,-,-,-,"821,032.6",-,"14,779.5",660.6,-,-,"315,851.8",92,-,-,"10,053.1",-,-,"12,025.6",-,-,"7,404.8",-,-,-
2021,마포구,동교동,"413,978.6",-,-,-,-,174,"250,963.7",-,-,481.9,-,-,"128,443.4","24,980.6",-,-,"4,010.2",-,-,"4,416.9",-,-,-,-,-,507.9
2021,마포구,합정동,"1,722,811.5","19,983.0",454,-,-,"5,663.0","491,856.3",-,"28,599.0",-,933.2,-,"290,390.1",-,"25,593.0","803,432.0","1,777.4",517,-,"2,591.8",-,-,"16,538.7",-,"9,895.0","24,588.0"
2021,마포구,망원동,"1,745,619.8","7,979.0",-,-,-,"1,570.0","692,962.0",-,"13,433.3","4,052.2",552.4,-,"239,567.1",-,"49,491.9","628,464.0","24,563.3","53,908.7",-,"6,321.4",-,-,"2,010.6",-,-,"20,743.9"
2021,마포구,연남동,"644,292.3",77,"1,557.0",-,-,-,"444,464.9",-,-,588.4,-,-,"142,548.8","48,885.3",-,"3,193.0",688.3,-,-,"1,986.4",-,-,303.2,-,-,-
2021,마포구,성산동,"2,562,845.3","51,329.0","79,620.0",-,-,"210,527.7","1,024,704.4",-,"59,317.9","1,925.0","2,675.1",214,"464,712.3","8,660.0","7,719.0","277,254.0","5,019.3","2,785.0",-,"322,618.7",-,-,"3,595.4",-,-,"40,168.5"
2021,마포구,중동,"333,932.8",430,151,-,-,"1,835.0","143,676.4",-,"34,530.0",-,-,-,"56,499.4","85,200.0",-,"8,672.0",42,-,-,"2,897.0",-,-,-,-,-,-
2021,마포구,상암동,"8,362,084.1","191,450.0","17,128.0",-,-,"7,498.0","875,813.1","17,024.7","77,221.2","28,654.4","1,614.5",-,"537,787.2","294,222.9","115,731.0","3,325,819.2","6,473.0",-,-,"2,297,176.0",-,"6,502.4","10,042.0",-,-,"551,926.5"
2021,양천구,소계,"17,405,693.3","103,436.0","13,535.0",-,-,"1,064,543.8","8,665,472.0","5,596.4","806,457.3","178,915.1","38,068.5",-,"3,095,866.9","235,510.5","210,259.9","446,846.0","198,856.3","149,046.3","38,586.0","1,747,198.3","146,916.7",-,"81,543.8",-,974,"178,064.5"
2021,양천구,신정동,"7,132,734.7","14,396.0","5,350.0",-,-,"515,287.1","3,291,339.1","5,596.4","315,563.0","161,128.7","19,905.7",-,"1,225,593.9","235,510.5","68,242.7","145,120.0","107,489.3","42,255.0","8,332.0","853,114.0",-,-,"34,883.4",-,-,"83,627.9"
2021,양천구,목동,"5,337,562.1",987,"2,330.0",-,-,"1,543.5","2,968,150.2",-,"219,226.9","7,691.2","5,301.4",-,"892,606.6",-,"142,017.2","301,726.0","42,570.4","106,791.3","26,784.0","421,380.2","146,916.7",-,"20,473.0",-,974,"30,092.5"
2021,양천구,신월동,"4,935,396.5","88,053.0","5,855.0",-,-,"547,713.2","2,405,982.7",-,"271,667.4","10,095.2","12,861.4",-,"977,666.4",-,-,-,"48,796.6",-,"3,470.0","472,704.1",-,-,"26,187.4",-,-,"64,344.1"
2021,강서구,소계,"41,452,201.0","1,326,007.9","3,218,593.6","41,605.0",-,"2,746,072.2","11,713,251.5","168,229.2","977,359.2","142,664.3","55,162.8","15,473.9","4,371,267.8","414,431.9","608,379.7","3,660,778.0","563,918.2","189,911.3","1,420.9","1,767,064.4","37,300.7",-,"99,419.1","3,719.0","12,641.0","9,317,529.4"
2021,강서구,염창동,"1,739,913.4",501,-,-,-,"96,408.0","678,028.4","8,097.0","55,224.3",-,"1,778.3",262.8,"205,286.0",-,"150,032.9","507,006.0","19,129.0","2,607.0",-,"4,289.8",-,-,"2,318.3",-,-,"8,944.6"
2021,강서구,등촌동,"2,622,573.5",91,103,-,-,"324,216.5","1,473,287.4","2,272.5","228,420.1","1,679.1","3,621.8",-,"490,030.7",25.9,-,-,"6,626.8",-,17,"64,357.5","6,011.6",-,"13,080.9",-,-,"8,731.7"
2021,강서구,화곡동,"6,334,054.5","4,196.5","1,318.0",-,-,"685,137.0","3,905,613.0",-,"126,415.0","16,495.1","7,810.7",-,"1,157,218.7",-,-,-,"36,888.0",-,409.9,"327,998.3","26,303.6",-,"36,051.7",-,-,"2,199.0"
2021,강서구,가양동,"2,464,376.1","6,125.0",281,-,-,"2,956.0","836,956.9","151,734.7","125,755.6","6,728.2","5,620.0",-,"295,647.8",99,"207,130.8","555,837.0","5,806.9","30,304.3",994,"201,872.4",-,-,"9,966.1","2,020.0",-,"18,540.4"
2021,강서구,마곡동,"5,371,250.7","75,727.0","859,439.0",-,-,"28,667.0","1,610,482.0","2,160.0","104,682.4","26,365.0","5,599.8","2,218.0","653,632.4","6,146.0","119,032.0","593,091.0","30,903.0","120,375.0",-,"634,141.3",-,-,"2,994.4",-,69,"495,526.4"
2021,강서구,내발산동,"1,649,586.1","3,348.0",384,-,-,"84,797.7","808,852.1",-,"134,111.1","4,406.2","3,577.2",-,"271,562.9",-,-,278,"5,190.0",-,-,"311,534.8",-,-,"7,717.0",-,-,"13,827.1"
