기간,자치구,법정동,토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별),토지현황(지목별)
기간,자치구,법정동,합계,전,답,과수원,목장용지,임야,대지,공장용지,학교용지,주차장,주유소용지,창고용지,도로,철도용지,제방,하천,구거,유지,수도용지,공원,체육용지,유원지,종교용지,사적지,묘지,잡종지
2021,중구,주자동,"22,972.8",-,-,-,-,-,"4,314.1",-,-,-,-,-,"18,658.7",-,-,-,-,-,-,-,-,-,-,-,-,-
2021,중구,예장동,"679,139.2",-,-,-,-,"535,495.8","117,461.2",-,-,-,-,-,"23,086.1",-,-,-,48.1,-,-,-,-,-,"1,652.9",-,-,"1,395.1"
2021,중구,장충동1가,"148,854.0",-,-,-,-,-,"113,723.2",-,-,-,890.3,-,"32,574.0",-,-,-,-,-,-,-,-,-,"1,666.5",-,-,-
2021,중구,장충동2가,"1,182,652.5",-,-,-,-,"595,892.2","230,550.2",-,"119,466.0","3,379.5",-,-,"66,304.9",-,-,-,"5,543.0",-,-,"146,730.8","10,100.7",-,"3,449.2",234.1,-,"1,001.9"
2021,중구,광희동1가,"54,267.7",-,-,-,-,-,"36,735.1",-,-,-,-,-,"15,640.0",-,-,-,-,-,-,"1,892.6",-,-,-,-,-,-
2021,중구,광희동2가,"56,452.2",-,-,-,-,-,"32,807.8",-,-,-,-,-,"21,759.8",211.7,-,-,7.6,-,-,972.4,-,-,-,692.9,-,-
2021,중구,쌍림동,"79,494.8",-,-,-,-,-,"47,079.6",-,-,-,-,-,"31,844.8",-,-,-,-,-,-,476.8,-,-,93.6,-,-,-
2021,중구,을지로6가,"185,278.2",-,-,-,-,-,"119,533.6",-,-,-,-,-,"58,571.6",-,-,"2,603.9",894.6,-,-,"3,664.6",-,-,-,-,-,9.9
2021,중구,을지로7가,"91,838.9",-,-,-,-,-,"61,516.5",-,-,-,-,-,"18,738.5","1,561.4",-,-,-,-,-,-,"8,804.3",-,-,-,-,"1,218.2"
2021,중구,을지로4가,"70,438.9",-,-,-,-,-,"37,840.3",-,26.6,-,-,-,"32,559.4",-,-,-,12.6,-,-,-,-,-,-,-,-,-
2021,중구,을지로5가,"78,275.1",-,-,-,-,-,"41,204.2",-,-,-,-,-,"26,043.1",-,-,-,20.8,-,-,"11,007.0",-,-,-,-,-,-
2021,중구,주교동,"73,209.9",-,-,-,-,-,"49,979.5",-,-,-,-,-,"23,230.4",-,-,-,-,-,-,-,-,-,-,-,-,-
2021,중구,방산동,"59,102.5",-,-,-,-,-,"39,587.7",-,-,-,-,-,"18,557.1",-,-,399.7,-,-,-,471.7,-,-,-,86.3,-,-
2021,중구,오장동,"67,304.6",-,-,-,-,-,"44,622.9",-,-,-,-,-,"22,620.5",-,-,-,61.2,-,-,-,-,-,-,-,-,-
2021,중구,을지로3가,"83,455.4",-,-,-,-,-,"55,102.7",-,-,-,-,-,"28,253.9",98.8,-,-,-,-,-,-,-,-,-,-,-,-
2021,중구,입정동,"39,553.1",-,-,-,-,-,"26,571.3",-,-,-,-,-,"12,869.2",48.1,-,-,64.5,-,-,-,-,-,-,-,-,-
2021,중구,산림동,"45,046.2",-,-,-,-,-,"31,522.1",-,-,-,-,-,"13,524.1",-,-,-,-,-,-,-,-,-,-,-,-,-
2021,중구,충무로3가,"46,992.6",-,-,-,-,-,"32,566.7",-,-,-,-,-,"14,425.9",-,-,-,-,-,-,-,-,-,-,-,-,-
2021,중구,초동,"52,350.4",-,-,-,-,-,"30,499.4","1,960.6",-,"2,416.4","1,935.1",-,"14,340.3",-,-,-,9.5,-,-,-,-,-,"1,189.1",-,-,-
2021,중구,인현동1가,"44,587.9",-,-,-,-,-,"33,413.7",-,-,-,-,-,"11,174.2",-,-,-,-,-,-,-,-,-,-,-,-,-
2021,중구,저동2가,"54,617.4",-,-,-,-,-,"34,801.6",-,-,-,-,-,"10,192.2",-,-,-,-,-,-,389.2,-,-,"9,234.4",-,-,-
2021,중구,신당동,"2,386,855.6",-,-,-,-,"41,832.0","1,585,917.1","2,399.0","113,041.2","12,102.0","3,099.6",-,"443,519.1",-,-,"13,350.0","6,501.0",-,"26,428.0","125,971.6","6,410.0",-,"5,671.3",219,-,394.7
2021,중구,흥인동,"124,655.3",-,-,-,-,-,"57,584.4",-,"26,148.8",-,-,-,"39,949.3",-,-,-,315.3,-,-,657.5,-,-,-,-,-,-
2021,중구,무학동,"27,308.9",-,-,-,-,-,"13,800.6",-,-,-,264.8,-,"13,243.5",-,-,-,-,-,-,-,-,-,-,-,-,-
2021,중구,황학동,"326,761.3",-,-,-,-,-,"224,980.4",-,-,-,-,-,"86,581.7",-,-,"13,055.0",-,-,-,"1,472.2",-,-,672,-,-,-
2021,중구,서소문동,"115,395.2",-,-,-,-,-,"85,948.1",-,-,615,-,-,"28,241.9",-,-,-,-,-,-,114.4,-,-,-,265.5,-,210.3
2021,중구,정동,"302,776.8",-,-,-,-,-,"193,790.5",-,"44,840.8",-,-,-,"34,909.2",-,-,-,-,-,-,"11,514.4",-,-,"17,640.1",81.8,-,-
2021,중구,순화동,"142,619.9",-,-,-,-,-,"62,700.9",-,"37,142.1",-,-,-,"33,717.3","3,893.9",-,-,376.9,-,-,"4,788.8",-,-,-,-,-,-
2021,중구,의주로1가,"26,705.9",-,-,-,-,-,"11,135.8",-,-,-,-,-,"13,735.8",81,-,-,753.9,-,-,999.4,-,-,-,-,-,-
2021,중구,충정로1가,"33,567.1",-,-,-,-,-,"20,645.9",-,"2,765.1",-,-,-,"10,156.1",-,-,-,-,-,-,-,-,-,-,-,-,-
2021,중구,중림동,"228,728.3",-,-,-,-,-,"138,412.5",-,-,"3,259.6",-,-,"58,729.5",33.4,-,34.6,-,-,-,"9,428.4",-,-,"18,830.3",-,-,-
2021,중구,의주로2가,"39,718.5",-,-,-,-,-,"1,136.5",-,-,-,-,-,"11,027.3","12,355.4",-,-,-,-,-,"15,199.3",-,-,-,-,-,-
2021,중구,만리동1가,"70,095.6",-,-,-,-,-,"28,979.0",-,"1,633.1",142.8,-,-,"26,390.2",111.7,-,-,-,-,-,"12,559.0",-,-,-,-,-,279.8
2021,중구,만리동2가,"143,915.0",-,-,-,-,-,"75,836.0",-,"23,425.4",-,-,-,"14,060.7",-,-,-,-,-,"1,832.6","26,517.2",-,-,"1,856.4",383.4,-,3.3
2021,용산구,소계,"21,866,145.2","36,275.5",-,-,-,"1,602,504.0","10,092,398.0",-,"527,644.5","18,683.2","8,602.8","1,974.9","2,522,496.6","1,206,023.2","155,421.6","4,760,487.8","87,291.0","44,896.3",401.8,"121,310.2",484.6,-,"87,602.5","1,548.0","43,594.0","546,504.7"
2021,용산구,후암동,"865,094.6",98.5,-,-,-,"210,021.7","471,540.2",-,"43,012.8",225.7,417.3,-,"121,320.0",-,-,-,"8,909.8",-,-,"1,253.4",-,-,"8,215.3",78.3,-,1.6
2021,용산구,용산동2가,"1,169,012.2",-,-,-,-,"261,770.2","715,398.3",-,"52,224.5","2,490.9",-,-,"125,935.7",-,-,-,"4,855.8",-,-,"1,369.3",-,-,"4,967.5",-,-,-
2021,용산구,용산동4가,"789,295.2",-,-,-,-,-,"722,508.8",-,-,-,-,-,"35,566.4",-,-,-,-,-,-,-,-,-,-,-,-,"31,220.0"
2021,용산구,갈월동,"224,305.2",-,-,-,-,-,"122,451.5",-,-,921.2,"1,008.5",-,"59,223.2","39,179.2",-,125.4,334.8,-,-,-,-,-,"1,061.4",-,-,-
2021,용산구,남영동,"65,020.1",-,-,-,-,-,"44,824.7",-,-,-,-,-,"20,195.4",-,-,-,-,-,-,-,-,-,-,-,-,-
2021,용산구,용산동1가,"608,720.8",-,-,-,-,-,"567,048.5",-,-,-,-,-,"30,901.7",-,-,-,"10,770.6",-,-,-,-,-,-,-,-,-
2021,용산구,동자동,"289,052.9",-,-,-,-,33.3,"98,536.8",-,-,-,-,-,"59,964.3","125,037.4",-,-,-,-,-,"2,372.5",-,-,"3,108.6",-,-,-
2021,용산구,서계동,"250,757.2",71.7,-,-,-,-,"151,051.3",-,"12,146.1",325.5,749.4,-,"56,145.7","16,150.7",-,"5,411.1","4,484.6",-,-,"4,221.1",-,-,-,-,-,-
2021,용산구,청파동1가,"197,416.9",-,-,-,-,-,"154,473.7",-,-,397.7,610.1,-,"33,792.4","1,077.4",-,"2,636.6",566.2,-,-,-,-,-,"3,836.4",-,-,26.4
2021,용산구,청파동2가,"223,669.2",-,-,-,-,"28,915.6","78,219.1",-,"66,877.5",-,-,284.3,"32,454.6","2,551.2",-,"3,775.4",182.2,-,-,-,-,-,"10,315.6",-,-,93.7
2021,용산구,청파동3가,"231,758.7",68.3,-,-,-,"1,895.3","105,179.8",-,"79,134.4",-,-,203,"33,725.4",594.4,-,"3,058.8",-,-,-,"6,129.0",-,-,"1,770.3",-,-,-
2021,용산구,원효로1가,"205,321.2",-,-,-,-,-,"147,117.5",-,-,-,-,-,"54,505.8",55.5,-,329.9,-,-,-,417.7,-,-,"2,894.8",-,-,-
2021,용산구,원효로2가,"131,557.0",-,-,-,-,-,"77,711.6",-,"9,235.0",83,-,-,"40,679.9","3,687.8",-,-,159.7,-,-,-,-,-,-,-,-,-
2021,용산구,신창동,"62,663.3",72.4,-,-,-,-,"45,984.0",-,120,"1,178.6",-,-,"14,982.7",-,-,-,41.6,-,-,257.6,-,-,-,-,-,26.4
2021,용산구,산천동,"97,437.6",-,-,-,-,"7,715.4","63,727.1",-,"6,969.6",-,-,-,"14,122.8",-,-,-,-,-,93,-,-,-,"4,670.1",139.6,-,-
2021,용산구,청암동,"71,490.7",-,-,-,-,-,"30,499.7",-,-,-,"1,280.3",-,"14,773.5",-,-,"24,135.5",-,-,-,406.1,-,-,395.6,-,-,-
2021,용산구,원효로3가,"162,406.6",24.5,-,-,-,-,"120,152.7",-,"1,412.9",-,-,-,"31,895.8",-,102.5,340.1,"1,853.8","5,044.8",-,"1,560.3",-,-,-,-,-,19.2
2021,용산구,원효로4가,"311,434.2",-,-,-,-,"1,292.4","115,394.3",-,"21,429.4",-,-,100.5,"45,714.1",-,"17,347.5","107,461.0",848.8,360.9,-,-,-,-,-,-,-,"1,485.3"
2021,용산구,효창동,"442,574.1",5.9,-,-,-,"128,177.7","202,336.7",-,"13,373.8",-,-,-,"82,771.0","2,302.8",-,-,"2,131.4",-,-,"10,012.4",484.6,-,977.8,-,-,-
2021,용산구,도원동,"88,486.1",-,-,-,-,-,"66,369.6",-,-,-,-,-,"10,828.9","7,804.7",-,-,-,-,308.8,"1,526.6",-,-,"1,647.5",-,-,-
2021,용산구,용문동,"191,714.0",-,-,-,-,-,"131,144.2",-,-,129.6,-,-,"43,478.0","14,773.4",-,-,"1,037.1",-,-,837.7,-,-,-,314,-,-
2021,용산구,문배동,"113,311.0",-,-,-,-,-,"62,410.8",-,-,-,-,-,"33,669.9","3,130.1","4,675.2",872.7,"3,486.5",-,-,"3,813.9",-,-,"1,251.9",-,-,-
2021,용산구,신계동,"143,769.4",418.2,-,-,-,-,"75,719.3",-,"6,248.0","1,271.2",-,213.3,"15,669.1","19,469.3",740.7,"3,791.3",892.2,728.9,-,"17,351.3",-,-,"1,157.8",-,-,98.8
2021,용산구,한강로1가,"237,790.5",-,-,-,-,-,"134,977.7",-,-,-,-,-,"69,032.2","21,334.7",193.4,-,"7,234.3","1,103.9",-,"2,089.8",-,-,"1,824.5",-,-,-
2021,용산구,한강로2가,"448,216.2",-,-,-,-,-,"198,498.8",-,"14,186.0","3,323.7",-,376.8,"87,899.3","108,347.3","3,451.2","12,651.0","1,012.9","7,905.8",-,"6,860.9",-,-,"3,702.5",-,-,-
2021,용산구,용산동3가,"335,784.7",-,-,-,-,-,"304,503.1",-,-,-,-,-,"31,281.6",-,-,-,-,-,-,-,-,-,-,-,-,-
2021,용산구,용산동5가,"692,354.7",-,-,-,-,-,"618,000.2",-,"1,135.9",-,-,-,"46,637.3","10,032.6",-,-,-,-,-,"16,548.7",-,-,-,-,-,-
2021,용산구,한강로3가,"1,188,451.6",-,-,-,-,-,"346,362.0",-,"21,245.6",-,"2,167.2",-,"117,059.6","634,692.7","3,680.7","25,904.9","2,158.7","27,511.0",-,"4,805.5",-,-,"1,201.3",-,-,"1,662.4"
2021,용산구,이촌동,"4,076,329.8",-,-,-,-,-,"644,460.7",-,"45,504.3",-,-,-,"244,270.4","18,599.1","94,775.4","3,000,217.1","2,279.7",-,-,"14,296.9",-,-,"8,559.8",-,-,"3,366.4"
2021,용산구,이태원동,"1,429,812.1","6,367.0",-,-,-,"301,455.4","814,286.6",-,"21,493.3",942,-,-,"209,948.4",-,-,-,"4,134.5",-,-,"7,428.9",-,-,"7,827.0",-,"2,546.0","53,383.0"
2021,용산구,한남동,"3,009,931.7","25,921.0",-,-,-,"658,373.0","1,352,884.3",-,"18,003.0","5,603.1","2,370.0",797,"412,694.2","63,131.0",-,"359,347.0","12,082.2","1,243.0",-,"16,798.6",-,-,"13,026.8",-,"41,048.0","26,609.5"
2021,용산구,동빙고동,"404,771.1",777,-,-,-,-,"282,457.1",-,79,801,-,-,"50,083.0","8,496.0",-,"53,690.0",-,394,-,-,-,-,641,129,-,"7,224.0"
2021,용산구,서빙고동,"792,049.2",-,-,-,-,-,"198,439.3",-,"41,234.0",-,-,-,"85,551.8","48,455.0","23,288.0","339,605.0","6,363.0",-,-,-,-,-,"1,220.0",272.1,-,"47,621.0"
2021,용산구,주성동,"171,439.0",430,-,-,-,327,"30,037.0",-,288,-,-,-,"14,446.0","7,616.0",-,"117,607.0",687,-,-,-,-,-,-,-,-,1
2021,용산구,용산동6가,"1,431,581.9",-,-,-,-,-,"420,740.3",-,639.4,-,-,-,"53,723.3","36,792.9","7,167.0","537,945.0","1,193.0",-,-,-,-,-,"1,048.0",-,-,"372,333.0"
2021,용산구,보광동,"711,364.5","2,021.0",-,-,-,"2,527.0","376,950.7",-,"51,652.0",990,-,-,"87,553.2","12,712.0",-,"161,583.0","9,590.6",604,-,952,-,-,"2,281.0",615,-,"1,333.0"
2021,성동구,소계,"16,859,898.9","170,887.3","18,081.0",-,-,"260,867.2","6,240,097.9","486,015.2","954,165.8","10,337.9","3,671.3","9,330.6","2,275,432.8","290,851.7","357,497.3","3,775,430.0","81,478.8","99,218.2","260,069.0","544,703.6","22,067.5","176,248.0","74,336.2",-,"12,165.0","736,946.6"
2021,성동구,상왕십리동,"151,593.9",-,-,-,-,-,"100,339.1",-,-,-,-,-,"23,531.0",-,-,"14,754.0",-,-,-,"6,340.8",-,-,"6,629.0",-,-,-
2021,성동구,하왕십리동,"622,241.6",13,-,-,-,"1,931.0","441,978.8",-,"33,147.0",553,-,-,"93,566.6",37,-,"11,631.6","1,005.0",-,-,"32,020.6",-,-,"6,358.0",-,-,-
2021,성동구,홍익동,"174,198.4",-,-,-,-,-,"115,594.4",-,-,180.6,-,-,"48,361.9",-,-,"7,254.4",513.1,-,-,951.7,-,-,762.3,-,-,580
2021,성동구,도선동,"137,031.7",-,-,-,-,-,"95,737.4",-,-,-,470.6,-,"36,587.1",-,-,-,-,-,-,"1,315.0",-,-,"2,921.6",-,-,-
2021,성동구,마장동,"1,070,048.3","1,779.0",-,-,-,"34,032.0","588,197.5",-,"56,335.1",-,794.5,902.7,"200,803.1","23,838.8","39,824.8","111,749.0",287.1,-,-,"6,538.6","1,719.0",-,468.1,-,-,"2,779.0"
2021,성동구,사근동,"669,510.5","2,462.0",317,-,-,"1,396.0","117,472.1",-,"345,974.0","2,518.0",-,-,"50,487.0",-,"14,668.0","130,587.0",74.4,"3,059.0",-,496,-,-,-,-,-,-
2021,성동구,행당동,"1,490,270.1","9,198.0","2,763.0",-,-,"15,846.0","774,065.8",-,"235,210.0",549.8,-,-,"237,134.4","91,384.2","2,300.0","35,267.0","10,514.0","3,069.0","7,683.0","51,946.2","1,325.0",-,"10,073.0",-,-,"1,941.7"
2021,성동구,응봉동,"557,564.7","10,685.0",-,-,-,"3,244.0","227,722.9",-,"28,432.0",-,-,-,"64,843.0","44,737.0",-,"138,523.0","3,582.0","2,939.0",437,"28,882.2",-,-,"1,507.6",-,-,"2,030.0"
2021,성동구,금호동1가,"445,038.1",-,-,-,-,"10,078.0","245,371.6",-,"17,474.7",-,-,-,"53,743.9",-,-,-,"1,846.5",-,"63,102.0","51,454.0",-,-,"1,967.4",-,-,-
2021,성동구,금호동2가,"305,306.3",-,43,-,-,76,"172,206.9",-,"15,426.9",-,-,-,"50,797.1",-,-,-,-,-,-,"51,533.3",-,-,"3,058.1",-,"12,165.0",-
2021,성동구,금호동3가,"327,902.0",-,-,-,-,"22,156.0","212,525.6",-,-,-,-,-,"66,108.9",-,-,-,-,-,-,"24,727.7",-,-,"2,344.4",-,-,39.4
2021,성동구,금호동4가,"802,321.7",261,-,-,-,"76,315.6","259,783.9",-,"27,863.0",-,-,-,"84,999.5","38,422.0",-,"264,641.0",569.6,"8,588.0",-,"27,255.4",-,-,"3,322.7",-,-,"10,300.0"
2021,성동구,옥수동,"1,961,540.2","4,227.0",-,-,-,"43,082.6","508,931.3",-,"48,555.0",-,295,-,"107,519.4","22,034.0",-,"1,072,808.0","4,864.0","2,822.0",-,"124,620.2",-,-,"21,508.7",-,-,273
2021,성동구,성수동1가,"2,878,983.4","96,612.3",-,-,-,-,"774,926.0","73,405.1","78,069.0","2,550.0","1,423.0",-,"386,299.9","2,849.0","48,907.0","824,799.0","3,600.3","61,654.0","188,847.0","112,588.8","6,809.0","176,248.0","2,917.0",-,-,"36,479.0"
2021,성동구,성수동2가,"2,228,462.4","9,957.0",-,-,-,883,"883,103.1","392,308.1","56,255.9","2,189.0",-,"8,427.9","373,441.5","4,710.3","53,574.0","386,819.0","16,572.1",-,-,"13,858.9",-,-,"7,381.1",-,-,"18,981.5"
2021,성동구,송정동,"1,443,952.4","25,134.0","7,133.0",-,-,"37,253.0","289,264.8",-,"6,563.0","1,025.0",-,-,"184,809.2","39,606.0","74,358.9","433,318.0","13,668.5","4,853.2",-,878.8,-,-,806,-,-,"325,281.0"
2021,성동구,용답동,"1,593,933.2","10,559.0","7,825.0",-,-,"14,574.0","432,876.7","20,302.0","4,860.2",772.5,688.2,-,"212,399.3","23,233.4","123,864.6","343,279.0","24,382.2","12,234.0",-,"9,295.4","12,214.5",-,"2,311.2",-,-,"338,262.0"
2021,광진구,소계,"17,062,995.2","26,647.0","11,122.0",-,-,"2,477,529.4","6,983,530.0",91.2,"1,059,375.8","18,591.5","20,125.6",-,"2,500,681.1","3,220.7","172,645.0","2,524,435.2","68,323.2","37,065.4","289,620.5","724,490.7","36,739.0",-,"54,459.9",-,"8,367.0","45,935.0"
2021,광진구,중곡동,"4,092,092.0",23,-,-,-,"1,552,004.7","1,605,864.2",-,"78,364.0","6,265.6","5,782.9",-,"588,841.4",-,"36,434.6","153,245.5","11,539.1","1,413.6",-,"26,035.6",-,-,"24,636.7",-,-,"1,641.1"
2021,광진구,능동,"1,102,862.7",552,-,-,-,"30,226.0","332,922.0",-,"26,859.0","1,661.0","2,502.6",-,"127,697.3",-,-,"1,368.5",-,-,-,"579,017.3",-,-,57,-,-,-
2021,광진구,구의동,"2,998,695.6","2,173.0",43,-,-,"390,333.0","1,457,826.4",-,"40,095.0","4,745.9","3,498.8",-,"510,413.4","2,645.7",-,"252,691.0","20,340.9","9,824.3","180,036.0","58,212.5","31,977.0",-,"8,153.7",-,-,"25,686.0"
2021,광진구,광장동,"2,394,555.7","16,974.0","11,039.0",-,-,"504,102.7","813,773.2",-,"132,800.0",633,"2,269.0",-,"244,045.9",3,233,"450,833.0","26,528.0","7,592.0","109,584.5","40,168.5","4,762.0",-,"8,014.0",-,"8,367.0","12,833.9"
2021,광진구,자양동,"4,608,706.4","3,228.0",-,-,-,23,"1,892,439.9",91.2,"160,648.7","3,078.9","4,255.3",-,"693,541.3",-,"135,977.4","1,662,759.7","5,035.2","18,235.5",-,"13,750.3",-,-,"10,145.0",-,-,"5,497.0"
2021,광진구,화양동,"1,131,795.8","2,297.0",-,-,-,840,"449,485.5",-,"499,042.1","1,132.0","1,299.0",-,"165,578.7",572,-,-,"4,880.0",-,-,"5,756.5",-,-,636,-,-,277
2021,광진구,군자동,"734,287.0","1,400.0",40,-,-,-,"431,218.8",-,"121,567.0","1,075.1",518,-,"170,563.1",-,-,"3,537.5",-,-,-,"1,550.0",-,-,"2,817.5",-,-,-
2021,동대문구,소계,"14,215,806.1","40,627.0","15,152.0",-,-,"730,118.0","7,800,592.7","3,910.0","1,312,898.0","7,787.9","18,107.9",-,"2,637,714.9","422,794.9","138,725.7","573,931.8","77,023.2","4,324.0",724,"313,981.9","5,826.0",-,"87,003.4",-,"8,054.0","16,508.8"
2021,동대문구,신설동,"340,504.3",-,-,-,-,-,"218,990.1",-,-,133.5,-,-,"81,969.8",-,"2,666.4","30,362.5",226,-,-,"5,294.2",-,-,861.8,-,-,-
2021,동대문구,용두동,"1,272,441.0",-,1,-,-,-,"757,245.7",-,"18,206.7",54.2,"3,704.1",-,"324,443.9","16,545.1","30,223.6","82,893.0","7,922.2",-,-,"20,390.1",-,-,"9,232.5",-,-,"1,578.9"
2021,동대문구,제기동,"1,183,759.0",-,-,-,-,"6,772.0","718,081.8",-,"42,661.6",542.2,728,-,"310,524.7","5,171.4",-,"80,458.3","6,695.7",-,-,"6,385.3",-,-,"5,149.0",-,-,589
2021,동대문구,전농동,"2,048,213.8","4,797.0",851,-,-,"152,020.0","937,456.5",-,"380,759.6",89,"1,770.0",-,"344,888.2","182,791.0",-,-,"11,041.6",-,-,"18,505.1",-,-,"12,220.1",-,114,910.7
2021,동대문구,답십리동,"1,659,884.5","4,631.0",72,-,-,"74,981.0","1,020,608.1",-,"45,181.7","2,549.0",751,-,"357,016.4","4,834.7","1,045.7","4,099.0","4,196.7",-,724,"122,342.7","5,826.0",-,"10,586.5",-,343,96
2021,동대문구,장안동,"2,335,470.4","5,808.0","4,577.0",-,-,235,"1,470,152.0",-,"82,605.4","1,617.8","5,486.8",-,"524,246.4",-,"48,142.0","136,122.0","1,348.0",-,-,"50,028.0",-,-,"3,543.9",-,-,"1,558.1"
2021,동대문구,청량리동,"1,197,399.2","2,698.0",-,-,-,"274,139.0","622,467.7",-,"49,130.0",103.1,"1,939.0",-,"165,760.9","8,047.0",-,"14,801.0",283,"4,324.0",-,"19,642.5",-,-,"23,307.0",-,"7,597.0","3,160.0"
2021,동대문구,회기동,"761,678.7",178,-,-,-,"49,128.0","282,768.7",-,"345,148.0",69,-,-,"71,041.0",-,-,-,"4,207.0",-,-,400,-,-,"8,739.0",-,-,-
2021,동대문구,휘경동,"1,684,153.6","18,175.0","4,436.0",-,-,"142,585.0","859,454.4",-,"172,310.0","2,630.1","3,521.0",-,"215,428.9","53,727.0","6,457.0","113,581.0","20,396.0",-,-,"62,735.6",-,-,"4,141.6",-,-,"4,575.0"
2021,동대문구,이문동,"1,732,301.6","4,340.0","5,215.0",-,-,"30,258.0","913,367.7","3,910.0","176,895.0",-,208,-,"242,394.7","151,678.7","50,191.0","111,615.0","20,707.0",-,-,"8,258.4",-,-,"9,222.0",-,-,"4,041.1"
2021,중랑구,소계,"18,495,583.6","371,916.0","133,865.0","183,869.3",-,"2,588,019.6","7,124,039.3","4,234.9","649,363.5","97,163.8","17,325.5","8,071.3","2,841,995.2","417,770.0","170,716.0","908,517.9","164,359.9","81,094.6","3,958.0","1,059,272.8",-,-,"77,405.8",-,"1,412,928.2","179,697.0"
2021,중랑구,면목동,"6,028,753.1","17,890.0","3,454.0","7,310.0",-,"868,992.2","2,440,487.2",-,"177,615.3","11,207.1","3,588.2",465.8,"828,463.0",-,"90,953.0","488,227.6","45,329.7","73,010.3",-,"370,383.6",-,-,"18,485.5",-,"579,219.2","3,671.4"
2021,중랑구,상봉동,"1,528,221.3","1,269.0",531,27,-,"128,783.0","827,287.8","4,234.9","53,318.9","1,141.7","2,887.5",457.5,"308,934.3","117,650.7",-,"25,772.4","6,170.4",-,-,"31,633.3",-,-,"9,521.9",-,-,"8,600.0"
2021,중랑구,중화동,"1,654,930.3","2,623.0",-,-,-,"86,789.0","843,125.0",-,"62,126.1","1,924.8","2,429.3",-,"295,513.0","45,591.0","55,073.0","175,755.0","20,156.4",-,-,"54,091.2",-,-,"7,831.5",-,-,"1,902.0"
2021,중랑구,묵동,"1,901,417.9",917,60,"1,087.0",-,"173,170.4","899,904.1",-,"102,917.0","1,681.4",679.4,-,"346,499.1",-,"24,649.0","188,338.0","18,208.6",-,-,"122,283.0",-,-,"14,462.4",-,-,"6,561.5"
2021,중랑구,망우동,"3,871,615.5","136,205.0","47,652.0","61,137.3",-,"698,688.0","1,029,660.5",-,"177,808.7","10,670.2","4,769.9","1,099.0","497,883.7","159,090.8",41,412,"29,716.4",-,-,"178,044.6",-,-,"16,283.4",-,"804,286.0","18,167.0"
2021,중랑구,신내동,"3,510,645.5","213,012.0","82,168.0","114,308.0",-,"631,597.0","1,083,574.7",-,"75,577.5","70,538.6","2,971.2","6,049.0","564,702.1","95,437.5",-,"30,012.9","44,778.4","8,084.3","3,958.0","302,837.1",-,-,"10,821.1",-,"29,423.0","140,795.1"
2021,성북구,소계,"24,576,989.0","61,824.0","51,104.0",-,-,"8,101,925.2","10,233,919.2",-,"1,630,739.4","12,285.9","24,457.4","1,443.3","2,733,912.0","141,560.0","33,371.0","526,483.4","145,981.2","1,434.0","6,102.7","555,234.5",-,-,"204,454.0","3,269.0","53,874.0","53,614.8"
2021,성북구,성북동,"2,632,478.8","2,045.0",-,-,-,"1,195,712.0","1,040,312.3",-,"95,858.0",83,-,-,"185,234.5",-,-,"39,817.0","3,256.0",899,486,"48,657.0",-,-,"17,135.0","2,984.0",-,-
2021,성북구,성북동1가,"80,899.4",-,-,-,-,-,"49,716.8",-,-,-,-,-,"22,038.6",-,-,"5,547.1",-,-,-,-,-,-,"3,596.9",-,-,-
2021,성북구,돈암동,"1,131,555.3",456,-,-,-,"175,963.3","659,930.3",-,"65,373.1","1,982.0",-,-,"99,737.1",-,-,"19,089.0","2,273.0",-,15,"90,322.5",-,-,"16,414.0",-,-,-
2021,성북구,동소문동1가,"64,102.8",-,-,-,-,-,"30,714.9",-,"8,765.9",-,-,-,"20,653.6",-,-,-,-,-,-,"3,968.4",-,-,-,-,-,-
2021,성북구,동소문동2가,"39,449.6",-,-,-,-,-,"23,652.0",-,-,66,-,154.3,"12,213.1",-,-,"3,364.2",-,-,-,-,-,-,-,-,-,-
2021,성북구,동소문동3가,"28,054.4",-,-,-,-,-,"11,332.3",-,-,-,-,-,"12,867.9",-,-,"3,854.2",-,-,-,-,-,-,-,-,-,-
2021,성북구,동소문동4가,"94,424.2",-,-,-,-,-,"71,709.2",-,"2,449.2",-,-,-,"20,265.8",-,-,-,-,-,-,-,-,-,-,-,-,-
2021,성북구,동소문동5가,"42,971.8",-,-,-,-,-,"22,894.7",-,-,-,-,-,"17,326.7",-,-,"2,750.4",-,-,-,-,-,-,-,-,-,-
2021,성북구,동소문동6가,"99,858.8",-,-,-,-,-,"47,279.3",-,"20,109.0",-,-,-,"26,564.2",-,-,-,-,-,-,-,-,-,"5,906.3",-,-,-
2021,성북구,동소문동7가,"69,953.6",-,-,-,-,-,"45,546.6",-,"7,756.2",-,-,-,"15,791.7",-,-,-,-,-,-,446.2,-,-,412.9,-,-,-
